make,model,suburb,count
ASTON MARTIN,VANQUISH,ACTON,1
AUDI,A3,ACTON,1
AUDI,TT,ACTON,1
BMW,118I,ACTON,1
BMW,2281,ACTON,1
BMW,318I,ACTON,1
BMW,320I,ACTON,1
BMW,328I,ACTON,1
BMW,420I,ACTON,1
BMW,F48 X1,ACTON,1
BMW,X3,ACTON,2
BMW,X5,ACTON,1
BMW,Z4,ACTON,1
CASE,JX1090U,ACTON,1
CASE,JXU105,ACTON,1
CITROEN,C3,ACTON,1
DAEWOO,KALOS,ACTON,1
ELECTRIC TRANSIT,MA16,ACTON,1
EMC ELECTRICS,100127,ACTON,1
EMC ELECTRICS,PANTECA,ACTON,1
FIAT,500 SERIES,ACTON,1
FIAT,DUCATO,ACTON,1
FORD,CAPRI,ACTON,1
FORD,COURIER,ACTON,1
FORD,ECO SPORT,ACTON,1
FORD,FALCON,ACTON,2
FORD,FIESTA,ACTON,2
FORD,FOCUS,ACTON,8
FORD,MONDEO,ACTON,4
FORD,RANGER,ACTON,4
FORD,TERRITORY,ACTON,1
FORD,TRANSIT,ACTON,2
HINO,300,ACTON,1
HINO,FC,ACTON,1
HOLDEN,ASTRA,ACTON,4
HOLDEN,BARINA,ACTON,5
HOLDEN,COLORADO,ACTON,2
HOLDEN,COMBO,ACTON,2
HOLDEN,CRUZE,ACTON,5
HOLDEN,RODEO,ACTON,2
HOLDEN,VE OMEGA MY12,ACTON,1
HONDA,ACCORD,ACTON,5
HONDA,CIVIC,ACTON,9
HONDA,INSIGHT,ACTON,1
HONDA,INTEGRA,ACTON,1
HONDA,JAZZ,ACTON,6
HONDA,PIONEER,ACTON,1
HONDA,PIONEER 500,ACTON,1
HYUNDAI,ACCENT,ACTON,3
HYUNDAI,GETZ,ACTON,3
HYUNDAI,I20,ACTON,2
HYUNDAI,I30,ACTON,4
HYUNDAI,LM IX35 WAGON,ACTON,1
HYUNDAI,TQ,ACTON,1
ISUZU,NLR 200,ACTON,1
ISUZU,NLR200,ACTON,1
ISUZU,NLR45150,ACTON,1
ISUZU,NPR200,ACTON,1
ISUZU,NPR300,ACTON,1
JACOBSEN,84063,ACTON,1
JAGUAR,XF,ACTON,1
JEEP,CHEROKEE,ACTON,1
JEEP,WRANGLER,ACTON,1
JOHN DEERE,8251,ACTON,1
JOHN DEERE,825I,ACTON,1
JOHN DEERE,GATOR,ACTON,1
KAWASAKI,MULE,ACTON,1
KIA,CARNIVAL,ACTON,2
KIA,CERATO,ACTON,2
KIA,OPTIMA,ACTON,1
KIA,RIO,ACTON,1
KOMATSU,FORKLIFT FG25HT17,ACTON,1
KUBOTA,B2320,ACTON,1
KUBOTA,B4200,ACTON,1
KUBOTA,BX2360,ACTON,1
KUBOTA,L5030,ACTON,1
KUBOTA,L5740,ACTON,1
KUBOTA,MOWER,ACTON,1
LAND ROVER,RANGE ROVER,ACTON,1
LEXUS,ES300,ACTON,1
LEXUS,GS300,ACTON,1
LEXUS,IS350,ACTON,1
LEXUS,UX ZA1,ACTON,1
LOW VOLUME VIN,11F20PAX1LD,ACTON,1
LOW VOLUME VIN,AZH8,ACTON,1
LOW VOLUME VIN,CV327NQ,ACTON,1
LOW VOLUME VIN,IS5100Z,ACTON,3
LOW VOLUME VIN,TITAN,ACTON,1
MAZDA,121,ACTON,1
MAZDA,2,ACTON,3
MAZDA,3,ACTON,11
MAZDA,323,ACTON,3
MAZDA,3A,ACTON,1
MAZDA,3B HATCHBACK,ACTON,1
MAZDA,6,ACTON,1
MAZDA,626,ACTON,1
MAZDA,T4000,ACTON,1
MERCEDES,204 C CLASS SEDAN,ACTON,1
MERCEDES,205 C CLASS MY14,ACTON,1
MERCEDES,218,ACTON,1
MERCEDES,218 CLS CLASS MY16,ACTON,1
MERCEDES,253 GLC CLASS MY18,ACTON,1
MERCEDES,C CLASS SEDAN,ACTON,1
MERCEDES,C200,ACTON,2
MERCEDES,C300,ACTON,1
MERCEDES,X156 GLA CLASS MY16,ACTON,1
MINI,COOPER,ACTON,2
MITSUBISHI,380,ACTON,1
MITSUBISHI,LANCER,ACTON,4
MITSUBISHI,MIRAGE,ACTON,1
MITSUBISHI,TRITON,ACTON,3
NISSAN,DUALIS,ACTON,2
NISSAN,MAXIMA,ACTON,1
NISSAN,MICRA,ACTON,3
NISSAN,NAVARA,ACTON,1
NISSAN,PULSAR,ACTON,4
NISSAN,TIIDA,ACTON,2
NISSAN,XTRAIL,ACTON,1
PEUGEOT,307,ACTON,1
PEUGEOT,307CC,ACTON,1
RENAULT,CLIO,ACTON,1
RENAULT,MASTER,ACTON,1
SUBARU,FORESTER,ACTON,2
SUBARU,IMPREZA,ACTON,2
SUBARU,LIBERTY,ACTON,2
SUBARU,OUTBACK,ACTON,5
SUBARU,XV,ACTON,3
SUZUKI,SWIFT,ACTON,4
SUZUKI,VITARA,ACTON,1
TORO,3280D,ACTON,1
TORO,Z597,ACTON,1
TOYOTA,25,ACTON,1
TOYOTA,328FG2S,ACTON,1
TOYOTA,328FG30,ACTON,1
TOYOTA,427FG25,ACTON,1
TOYOTA,86,ACTON,2
TOYOTA,86ZN6,ACTON,1
TOYOTA,AURION,ACTON,2
TOYOTA,CAMRY,ACTON,17
TOYOTA,COMMUTER,ACTON,11
TOYOTA,COROLLA,ACTON,15
TOYOTA,D CAB 4X2,ACTON,1
TOYOTA,DYNA,ACTON,3
TOYOTA,ECHO,ACTON,1
TOYOTA,HI ACE 200SER,ACTON,5
TOYOTA,HIACE,ACTON,18
TOYOTA,HILUX,ACTON,12
TOYOTA,LANDCRUISER,ACTON,5
TOYOTA,PRADO,ACTON,3
TOYOTA,PRIUS,ACTON,1
TOYOTA,RAV4,ACTON,4
TOYOTA,TOWNACE,ACTON,1
TOYOTA,YARIS,ACTON,4
VOLKSWAGEN,AMAROK,ACTON,2
VOLKSWAGEN,CADDY,ACTON,2
VOLKSWAGEN,GOLF,ACTON,13
VOLKSWAGEN,JETTA,ACTON,1
VOLKSWAGEN,PASSAT,ACTON,1
VOLKSWAGEN,POLO,ACTON,2
VOLKSWAGEN,TIGUAN,ACTON,2
VOLKSWAGEN,TIGUAN MY17 WAGON,ACTON,4
VOLKSWAGEN,TRANSPORTER,ACTON,1
VOLVO,C30,ACTON,1
YAMAHA,G22A,ACTON,1
NISSAN,PULSAR,ADELAIDE,1
ALFA ROMEO,147,AINSLIE,1
ALFA ROMEO,159,AINSLIE,1
ALFA ROMEO,33,AINSLIE,1
ALFA ROMEO,GIULIA,AINSLIE,1
ALFA ROMEO,GIULIETTA,AINSLIE,1
ALFA ROMEO,GIULIETTA SERIES,AINSLIE,1
ALFA ROMEO,GTV,AINSLIE,1
ALFA ROMEO,SPIDER,AINSLIE,1
AUDI,8K,AINSLIE,1
AUDI,8P,AINSLIE,2
AUDI,A1,AINSLIE,3
AUDI,A3,AINSLIE,10
AUDI,A4,AINSLIE,6
AUDI,A6,AINSLIE,1
AUDI,AI,AINSLIE,1
AUDI,AUDI Q3,AINSLIE,1
AUDI,B6,AINSLIE,2
AUDI,F4,AINSLIE,1
AUDI,Q2,AINSLIE,1
AUDI,Q3,AINSLIE,7
AUDI,Q5,AINSLIE,5
AUDI,Q7,AINSLIE,5
AUDI,S3,AINSLIE,3
AUDI,SQ5,AINSLIE,1
AUDI,TT,AINSLIE,4
BMW,1 SERIES F20 HATCH,AINSLIE,1
BMW,120D,AINSLIE,2
BMW,123D,AINSLIE,1
BMW,135L,AINSLIE,1
BMW,2 SERIES COUPE,AINSLIE,1
BMW,2181,AINSLIE,1
BMW,24,AINSLIE,1
BMW,2500,AINSLIE,1
BMW,3 SER E46,AINSLIE,1
BMW,3 SERIES E90 MY2010,AINSLIE,1
BMW,3 SERIES F30,AINSLIE,1
BMW,316TI,AINSLIE,1
BMW,318,AINSLIE,1
BMW,320D,AINSLIE,3
BMW,320I,AINSLIE,1
BMW,323I,AINSLIE,2
BMW,325CI,AINSLIE,1
BMW,328I,AINSLIE,4
BMW,335I,AINSLIE,2
BMW,525I,AINSLIE,2
BMW,530D,AINSLIE,1
BMW,530I,AINSLIE,1
BMW,640D,AINSLIE,1
BMW,735I,AINSLIE,1
BMW,740IL,AINSLIE,1
BMW,BMW I3,AINSLIE,1
BMW,E36,AINSLIE,1
BMW,E90,AINSLIE,1
BMW,F48 X SERIES X1,AINSLIE,2
BMW,F48 X1,AINSLIE,4
BMW,M135I,AINSLIE,1
BMW,M3,AINSLIE,1
BMW,MINI,AINSLIE,1
BMW,X1,AINSLIE,3
BMW,X3,AINSLIE,10
BMW,X5,AINSLIE,4
BUICK,840,AINSLIE,1
CHRYSLER,PT CRUISER,AINSLIE,2
CHRYSLER,VALIANT,AINSLIE,2
CHRYSLER,VOYAGER,AINSLIE,2
CITROEN,BERLIN,AINSLIE,1
CITROEN,BERLINGO,AINSLIE,1
CITROEN,C3,AINSLIE,2
CITROEN,C4,AINSLIE,4
CITROEN,C5,AINSLIE,2
CITROEN,DS3,AINSLIE,1
CITROEN,DS4,AINSLIE,1
CITROEN,TYPE D,AINSLIE,1
CITROEN,XANTIA,AINSLIE,1
CITROEN,XSARA,AINSLIE,3
DAEWOO,ESPERO,AINSLIE,1
DAEWOO,LANOS,AINSLIE,1
DAIHATSU,DELTA,AINSLIE,1
DATSUN,120Y,AINSLIE,1
DATSUN,SR31,AINSLIE,1
DODGE,CALIBER,AINSLIE,1
FIAT,500,AINSLIE,5
FIAT,500 SERIES,AINSLIE,4
FIAT,500C,AINSLIE,2
FIAT,500X SERIES,AINSLIE,1
FORD,A,AINSLIE,1
FORD,AUIII,AINSLIE,2
FORD,COMM 3 BF FALCON UTE,AINSLIE,1
FORD,COURIER,AINSLIE,4
FORD,ECONOVAN,AINSLIE,2
FORD,ESCAPE,AINSLIE,4
FORD,EVEREST,AINSLIE,1
FORD,FAIRLANE,AINSLIE,2
FORD,FAIRMONT,AINSLIE,1
FORD,FALCON,AINSLIE,79
FORD,FALCOON,AINSLIE,1
FORD,FESTIVA,AINSLIE,4
FORD,FG TRAY BACK UTE,AINSLIE,1
FORD,FIESTA,AINSLIE,10
FORD,FOCUS,AINSLIE,33
FORD,LASER,AINSLIE,7
FORD,LTD,AINSLIE,2
FORD,MONDEO,AINSLIE,9
FORD,MUSTANG,AINSLIE,1
FORD,RANGER,AINSLIE,13
FORD,STREET ROD,AINSLIE,1
FORD,TERITORY,AINSLIE,1
FORD,TERRITORY,AINSLIE,19
FORD,TRANSIT,AINSLIE,2
FORTE,FESTIVA,AINSLIE,1
FOTON,AUMARK,AINSLIE,1
GREAT WALL,K2 V240 UTILITY 2010,AINSLIE,1
GREAT WALL,V240,AINSLIE,1
HINO,816,AINSLIE,1
HINO,FC4J,AINSLIE,1
HOLDEN,ADVENTURA,AINSLIE,1
HOLDEN,APOLLO,AINSLIE,1
HOLDEN,ASTRA,AINSLIE,25
HOLDEN,BARINA,AINSLIE,27
HOLDEN,BERLINA,AINSLIE,1
HOLDEN,CALAIS,AINSLIE,2
HOLDEN,CAPRICE,AINSLIE,1
HOLDEN,CAPTIVA,AINSLIE,13
HOLDEN,COLORADO,AINSLIE,4
HOLDEN,COMBO,AINSLIE,2
HOLDEN,COMMADORE,AINSLIE,1
HOLDEN,COMMODORE,AINSLIE,27
HOLDEN,CRUZE,AINSLIE,15
HOLDEN,EH,AINSLIE,2
HOLDEN,EQ EQUINOX,AINSLIE,1
HOLDEN,FB,AINSLIE,1
HOLDEN,FJ,AINSLIE,1
HOLDEN,FRONTERA,AINSLIE,1
HOLDEN,GRANGE,AINSLIE,1
HOLDEN,HR,AINSLIE,3
HOLDEN,HT,AINSLIE,2
HOLDEN,HZ,AINSLIE,1
HOLDEN,MALIBU,AINSLIE,1
HOLDEN,MONARO,AINSLIE,2
HOLDEN,RODEO,AINSLIE,8
HOLDEN,SSV RES RED CALAIS V,AINSLIE,1
HOLDEN,STATESMAN,AINSLIE,4
HOLDEN,TJ TRAX,AINSLIE,2
HOLDEN,TRAX,AINSLIE,1
HOLDEN,VECTRA,AINSLIE,1
HOLDEN,VF COM SS SED,AINSLIE,1
HOLDEN,VIVA,AINSLIE,5
HOLDEN,VS,AINSLIE,1
HOLDEN,VT,AINSLIE,2
HOLDEN,VU,AINSLIE,1
HOLDEN,VX,AINSLIE,6
HOLDEN,VY,AINSLIE,1
HONDA,ACCORD,AINSLIE,29
HONDA,CITY,AINSLIE,1
HONDA,CITY 4DR SED 10,AINSLIE,1
HONDA,CIVIC,AINSLIE,49
HONDA,CRV,AINSLIE,17
HONDA,INTEGRA,AINSLIE,2
HONDA,JAZZ,AINSLIE,23
HONDA,MDX,AINSLIE,1
HONDA,ODIESSY,AINSLIE,1
HONDA,ODYSSEY,AINSLIE,13
HONDA,PRELUDE,AINSLIE,5
HYUNDAI,120,AINSLIE,1
HYUNDAI,ACCENT,AINSLIE,23
HYUNDAI,DM,AINSLIE,3
HYUNDAI,ELANTRA,AINSLIE,9
HYUNDAI,EXCEL,AINSLIE,3
HYUNDAI,FD  I30CW,AINSLIE,3
HYUNDAI,FS VELOSTER COUPE,AINSLIE,4
HYUNDAI,GETZ,AINSLIE,24
HYUNDAI,I LOAD,AINSLIE,1
HYUNDAI,I20,AINSLIE,10
HYUNDAI,I30,AINSLIE,61
HYUNDAI,I30CW,AINSLIE,1
HYUNDAI,I40,AINSLIE,3
HYUNDAI,ILOAD,AINSLIE,1
HYUNDAI,ILOUD,AINSLIE,1
HYUNDAI,IMAX,AINSLIE,1
HYUNDAI,IX35,AINSLIE,7
HYUNDAI,KONA,AINSLIE,4
HYUNDAI,LANTRA,AINSLIE,2
HYUNDAI,LM IX35 WAGON,AINSLIE,2
HYUNDAI,PB   I20,AINSLIE,1
HYUNDAI,SANTA FE,AINSLIE,10
HYUNDAI,SANTA FE SER II 7S,AINSLIE,1
HYUNDAI,SANTAFE,AINSLIE,3
HYUNDAI,SCOUPE,AINSLIE,1
HYUNDAI,SONATA,AINSLIE,1
HYUNDAI,TERRACAN,AINSLIE,1
HYUNDAI,TIBURON,AINSLIE,1
HYUNDAI,TSCON,AINSLIE,1
HYUNDAI,TUCSON,AINSLIE,1
ISUZU,DMAX,AINSLIE,2
ISUZU,FRR500,AINSLIE,1
ISUZU,MMR200,AINSLIE,1
ISUZU,NLR200,AINSLIE,1
ISUZU,NNR200,AINSLIE,1
JAGUAR,JAGUAR XE PETROL,AINSLIE,1
JAGUAR,X760,AINSLIE,1
JAGUAR,XE,AINSLIE,3
JAGUAR,XF,AINSLIE,1
JAGUAR,XFRS,AINSLIE,1
JAGUAR,XFS,AINSLIE,1
JAGUAR,XJ,AINSLIE,1
JEEP,CHEROKEE,AINSLIE,4
JEEP,COMPASS,AINSLIE,1
JEEP,GRAND CHEROKEE,AINSLIE,4
JEEP,KJ,AINSLIE,1
JEEP,LAREDO,AINSLIE,1
JEEP,PATRIOT,AINSLIE,1
JEEP,RENEGADE BU SERIES,AINSLIE,1
JEEP,WRANGLER,AINSLIE,4
KIA,CARNIVAL,AINSLIE,7
KIA,CERATO,AINSLIE,11
KIA,KIA PICANTO HATCH,AINSLIE,2
KIA,RIO,AINSLIE,14
KIA,RONDO,AINSLIE,1
KIA,SORENTO,AINSLIE,7
KIA,SOUL,AINSLIE,2
KIA,SPORTAGE,AINSLIE,6
LAND ROVER,DISCOVERY,AINSLIE,11
LAND ROVER,FREELANDER,AINSLIE,2
LAND ROVER,FREELANDER2,AINSLIE,1
LAND ROVER,MILITARY,AINSLIE,1
LAND ROVER,RANGE ROVER EVOQUE,AINSLIE,1
LAND ROVER,RANGE ROVER SPORT,AINSLIE,2
LEXUS,CT 200H 10 SER,AINSLIE,1
LEXUS,IS 30 SER,AINSLIE,1
LEXUS,IS200,AINSLIE,1
LEXUS,IS250,AINSLIE,1
LEXUS,NX 200T,AINSLIE,1
LEXUS,RX 4GEN,AINSLIE,1
LEXUS,RX350,AINSLIE,2
LEYLAND,MINI,AINSLIE,1
LOTUS,ELAN SPRINT,AINSLIE,1
MAHINDRA,GENIO,AINSLIE,1
MASERATI,QUATTROPORTE,AINSLIE,1
MAZDA,121,AINSLIE,3
MAZDA,121G,AINSLIE,1
MAZDA,2,AINSLIE,25
MAZDA,2B,AINSLIE,7
MAZDA,2BB SEDAN,AINSLIE,1
MAZDA,3,AINSLIE,89
MAZDA,323,AINSLIE,11
MAZDA,3A,AINSLIE,6
MAZDA,3B HATCH,AINSLIE,13
MAZDA,3B HATCHBACK,AINSLIE,18
MAZDA,3B SEDAN,AINSLIE,2
MAZDA,6,AINSLIE,24
MAZDA,626,AINSLIE,1
MAZDA,626L,AINSLIE,2
MAZDA,6A,AINSLIE,2
MAZDA,6B HATCH,AINSLIE,2
MAZDA,B2500,AINSLIE,1
MAZDA,B2600F,AINSLIE,1
MAZDA,BRAVO,AINSLIE,1
MAZDA,BT50,AINSLIE,3
MAZDA,CX3,AINSLIE,1
MAZDA,CX5,AINSLIE,4
MAZDA,CX7,AINSLIE,1
MAZDA,CX9,AINSLIE,2
MAZDA,E2000,AINSLIE,1
MAZDA,G26,AINSLIE,1
MAZDA,MAZDA2,AINSLIE,4
MAZDA,MPV,AINSLIE,1
MAZDA,MX,AINSLIE,1
MAZDA,MX5,AINSLIE,1
MAZDA,MX5J,AINSLIE,1
MAZDA,MX6,AINSLIE,2
MAZDA,RX8A,AINSLIE,1
MAZDA,SP23,AINSLIE,2
MAZDA,TRIBUTE,AINSLIE,3
MERCEDES,180E,AINSLIE,1
MERCEDES,202,AINSLIE,1
MERCEDES,204 C CLASS COUPE,AINSLIE,1
MERCEDES,205 C CLASS MY14,AINSLIE,1
MERCEDES,205 C CLASS SEDAN,AINSLIE,1
MERCEDES,230,AINSLIE,1
MERCEDES,246 B CLASS,AINSLIE,1
MERCEDES,250,AINSLIE,1
MERCEDES,300SEL,AINSLIE,1
MERCEDES,380SEC,AINSLIE,1
MERCEDES,420SEL,AINSLIE,1
MERCEDES,639,AINSLIE,1
MERCEDES,A200,AINSLIE,2
MERCEDES,A250,AINSLIE,2
MERCEDES,A45,AINSLIE,1
MERCEDES,B180,AINSLIE,1
MERCEDES,B200,AINSLIE,1
MERCEDES,BENZ,AINSLIE,1
MERCEDES,C180,AINSLIE,3
MERCEDES,C200,AINSLIE,3
MERCEDES,C250,AINSLIE,5
MERCEDES,C63,AINSLIE,1
MERCEDES,CLA 117 MY16,AINSLIE,1
MERCEDES,CLA250,AINSLIE,1
MERCEDES,CLA45,AINSLIE,1
MERCEDES,CLK,AINSLIE,1
MERCEDES,CLK430,AINSLIE,1
MERCEDES,E220,AINSLIE,1
MERCEDES,E280,AINSLIE,1
MERCEDES,E320,AINSLIE,2
MERCEDES,E500,AINSLIE,2
MERCEDES,GLC CLASS MY16,AINSLIE,1
MERCEDES,ML350,AINSLIE,1
MERCEDES,R172 SLK CLASS 2011,AINSLIE,1
MERCEDES,S350,AINSLIE,1
MERCEDES,SL350,AINSLIE,1
MERCEDES,SLK230,AINSLIE,2
MERCEDES,SPRINTER,AINSLIE,2
MERCEDES,VIANO,AINSLIE,1
MERCEDES,VITO,AINSLIE,3
MERCEDES,X166 GL CLASS 13,AINSLIE,1
MERCURY,DELUXE,AINSLIE,1
MG,MGA,AINSLIE,1
MG,MGB,AINSLIE,1
MINI,COOPER,AINSLIE,4
MINI,COOPERS,AINSLIE,1
MINI,F54,AINSLIE,1
MINI,F56,AINSLIE,1
MINI,MINI,AINSLIE,3
MINI,R 56,AINSLIE,1
MINI,R56,AINSLIE,1
MINI,R56 MINI,AINSLIE,1
MITSUBISHI,380,AINSLIE,5
MITSUBISHI,ASX,AINSLIE,13
MITSUBISHI,CHALLENGER,AINSLIE,1
MITSUBISHI,COLT,AINSLIE,3
MITSUBISHI,EXPRESS,AINSLIE,4
MITSUBISHI,L300,AINSLIE,1
MITSUBISHI,LANCER,AINSLIE,32
MITSUBISHI,MAGNA,AINSLIE,18
MITSUBISHI,MIRAGE,AINSLIE,17
MITSUBISHI,OUTLANDER,AINSLIE,11
MITSUBISHI,PAGERO,AINSLIE,1
MITSUBISHI,PAJERO,AINSLIE,5
MITSUBISHI,TRITON,AINSLIE,8
MITSUBISHI,VERADA,AINSLIE,1
MORRIS,MINOR,AINSLIE,1
NISSAN,200SX,AINSLIE,1
NISSAN,370Z,AINSLIE,1
NISSAN,ALTIMA,AINSLIE,1
NISSAN,DUALIS,AINSLIE,7
NISSAN,J11 QASHQAI,AINSLIE,4
NISSAN,JUKE,AINSLIE,1
NISSAN,LEAF BEV,AINSLIE,1
NISSAN,LX,AINSLIE,1
NISSAN,MAXIMA,AINSLIE,6
NISSAN,MICRA,AINSLIE,3
NISSAN,MURANO,AINSLIE,4
NISSAN,NAVARA,AINSLIE,10
NISSAN,NIVARA,AINSLIE,1
NISSAN,PATH FINDER,AINSLIE,1
NISSAN,PATHFINDER,AINSLIE,3
NISSAN,PATROL,AINSLIE,7
NISSAN,PINTARA,AINSLIE,1
NISSAN,PULSAR,AINSLIE,29
NISSAN,QASHQAI,AINSLIE,1
NISSAN,R52 PATHFINDER,AINSLIE,2
NISSAN,SILVIA,AINSLIE,1
NISSAN,SKYLINE,AINSLIE,2
NISSAN,SUNNY,AINSLIE,1
NISSAN,T31 X TRAIL MA,AINSLIE,1
NISSAN,TIDA,AINSLIE,2
NISSAN,TIDDA,AINSLIE,1
NISSAN,TIIDA,AINSLIE,10
NISSAN,URVAN,AINSLIE,1
NISSAN,X TRAIL,AINSLIE,3
NISSAN,XTRAIL,AINSLIE,10
OLDSMOBILE,88 COUPE,AINSLIE,1
PEUGEOT,2008 SERIES,AINSLIE,1
PEUGEOT,206,AINSLIE,7
PEUGEOT,207,AINSLIE,3
PEUGEOT,208,AINSLIE,1
PEUGEOT,208 SERIES,AINSLIE,1
PEUGEOT,3008,AINSLIE,2
PEUGEOT,307,AINSLIE,11
PEUGEOT,307XSE,AINSLIE,1
PEUGEOT,308,AINSLIE,15
PEUGEOT,403,AINSLIE,1
PEUGEOT,406,AINSLIE,1
PEUGEOT,407,AINSLIE,1
PEUGEOT,508,AINSLIE,4
PORSCHE,996,AINSLIE,1
PORSCHE,CAYMAN,AINSLIE,1
PORSCHE,MACAN,AINSLIE,2
PROTON,CM PERSONA,AINSLIE,1
PROTON,JUMBUCK,AINSLIE,1
PROTON,S16,AINSLIE,1
RANGE ROVER,VELAR,AINSLIE,1
RENAULT,KOLEOS,AINSLIE,2
RENAULT,MEGANE,AINSLIE,2
RENAULT,SCENIC,AINSLIE,3
RENAULT,VERVE,AINSLIE,1
RENAULT,X82 TRAFIC,AINSLIE,1
RENAULT,X98 CLIO 4,AINSLIE,3
SAAB,900,AINSLIE,1
SAAB,9000,AINSLIE,1
SAAB,93,AINSLIE,2
SEAT,CORDOBA,AINSLIE,1
SKODA,KAROQ,AINSLIE,1
SKODA,KODIAQ,AINSLIE,1
SKODA,NH RAPID SPACEBACK,AINSLIE,1
SKODA,NJ FABIA SEDAN,AINSLIE,2
SKODA,OCTAVIA,AINSLIE,19
SKODA,SUPERB,AINSLIE,5
SSANGYONG,REXTON,AINSLIE,1
SUBARU,BRUMBY,AINSLIE,1
SUBARU,FORESTER,AINSLIE,96
SUBARU,FORESTOR,AINSLIE,1
SUBARU,FORRESTER,AINSLIE,6
SUBARU,FORSTER,AINSLIE,1
SUBARU,IMPRESSA,AINSLIE,1
SUBARU,IMPREZA,AINSLIE,35
SUBARU,LIBERTY,AINSLIE,28
SUBARU,LIDERTY,AINSLIE,1
SUBARU,OUTBACK,AINSLIE,54
SUBARU,OUTBAKC,AINSLIE,1
SUBARU,OUYBACK,AINSLIE,1
SUBARU,SUBARU LEVORG,AINSLIE,2
SUBARU,WRX,AINSLIE,1
SUBARU,XV,AINSLIE,7
SUZUKI,ALTO,AINSLIE,2
SUZUKI,IGNIS,AINSLIE,1
SUZUKI,JIMNY,AINSLIE,2
SUZUKI,SWIFT,AINSLIE,18
SUZUKI,SX4,AINSLIE,1
SUZUKI,VITARA,AINSLIE,2
TESLA,MODEL S,AINSLIE,1
TESLA,S,AINSLIE,1
TOYOTA,86,AINSLIE,1
TOYOTA,86 ZN6 SER,AINSLIE,2
TOYOTA,90 SER AUG 08 PRO,AINSLIE,1
TOYOTA,AURION,AINSLIE,16
TOYOTA,AVALON,AINSLIE,5
TOYOTA,AVENSIS,AINSLIE,2
TOYOTA,BODY TYPE,AINSLIE,1
TOYOTA,CALDINA,AINSLIE,1
TOYOTA,CAMRY,AINSLIE,73
TOYOTA,CAROLLA,AINSLIE,1
TOYOTA,CELICA,AINSLIE,2
TOYOTA,COROLLA,AINSLIE,125
TOYOTA,CORORLLA,AINSLIE,1
TOYOTA,CORROLA,AINSLIE,1
TOYOTA,DYNA,AINSLIE,1
TOYOTA,ECHO,AINSLIE,12
TOYOTA,FJ CRUISER,AINSLIE,1
TOYOTA,FORTUNER,AINSLIE,1
TOYOTA,HI LUX,AINSLIE,1
TOYOTA,HIACE,AINSLIE,11
TOYOTA,HILUX,AINSLIE,44
TOYOTA,HULUX,AINSLIE,1
TOYOTA,KLUGER,AINSLIE,18
TOYOTA,LAND CRUISER,AINSLIE,2
TOYOTA,LAND CRUSIER,AINSLIE,1
TOYOTA,LANDCRUISER,AINSLIE,21
TOYOTA,MARK 11,AINSLIE,1
TOYOTA,MR2,AINSLIE,1
TOYOTA,PARDO,AINSLIE,1
TOYOTA,PASEO,AINSLIE,1
TOYOTA,PIRUS,AINSLIE,1
TOYOTA,PIRUS V 40 SER,AINSLIE,6
TOYOTA,PRADO,AINSLIE,31
TOYOTA,PRIUS,AINSLIE,13
TOYOTA,RAV 4,AINSLIE,11
TOYOTA,RAV4,AINSLIE,12
TOYOTA,RUKUS,AINSLIE,1
TOYOTA,STARLET,AINSLIE,2
TOYOTA,TARAGO,AINSLIE,8
TOYOTA,TARGO,AINSLIE,1
TOYOTA,TOWNACE,AINSLIE,1
TOYOTA,YARIS,AINSLIE,36
TOYOTA,YARRIS,AINSLIE,1
TRIUMPH,STAG,AINSLIE,2
VOLKSWAGEN,AMAROK,AINSLIE,11
VOLKSWAGEN,BEETLE,AINSLIE,3
VOLKSWAGEN,BORA,AINSLIE,5
VOLKSWAGEN,CADDY,AINSLIE,7
VOLKSWAGEN,CARAVELLE,AINSLIE,1
VOLKSWAGEN,EOS,AINSLIE,1
VOLKSWAGEN,GOLF,AINSLIE,96
VOLKSWAGEN,JETTA,AINSLIE,9
VOLKSWAGEN,KOMBI,AINSLIE,3
VOLKSWAGEN,MULTIVAN,AINSLIE,2
VOLKSWAGEN,PASSAT,AINSLIE,30
VOLKSWAGEN,POLO,AINSLIE,18
VOLKSWAGEN,T5,AINSLIE,1
VOLKSWAGEN,TIGUAN,AINSLIE,24
VOLKSWAGEN,TIGUAN MY17 WAGON,AINSLIE,7
VOLKSWAGEN,TOUAREG,AINSLIE,6
VOLKSWAGEN,TOUREG,AINSLIE,2
VOLKSWAGEN,TRANSPORTER,AINSLIE,14
VOLKSWAGEN,TYPE 1 K GOLF 6,AINSLIE,1
VOLKSWAGEN,TYPE 1F,AINSLIE,1
VOLKSWAGEN,TYPE 1H,AINSLIE,1
VOLKSWAGEN,TYPE 1J,AINSLIE,1
VOLKSWAGEN,TYPE 3B,AINSLIE,1
VOLKSWAGEN,TYPE 7J T5 CAB TRAY,AINSLIE,1
VOLKSWAGEN,TYPE AA UP!,AINSLIE,1
VOLVO,240,AINSLIE,1
VOLVO,740 GL,AINSLIE,1
VOLVO,850,AINSLIE,1
VOLVO,L60E,AINSLIE,1
VOLVO,S40,AINSLIE,1
VOLVO,V40,AINSLIE,4
VOLVO,V50,AINSLIE,1
VOLVO,V70,AINSLIE,1
VOLVO,V70XC,AINSLIE,1
VOLVO,XC40,AINSLIE,1
VOLVO,XC60,AINSLIE,8
