make,model,suburb,count
TOYOTA,TOWN ACE,HOLT,1
TOYOTA,YARIS,HOLT,58
TRIUMPH,2500MK2,HOLT,1
TRIUMPH,TR7,HOLT,1
VOLKSWAGEN,AMAROK,HOLT,5
VOLKSWAGEN,BEETLE,HOLT,2
VOLKSWAGEN,BORA,HOLT,1
VOLKSWAGEN,EOS,HOLT,2
VOLKSWAGEN,GOLF,HOLT,28
VOLKSWAGEN,JETTA,HOLT,6
VOLKSWAGEN,MULTIVAN,HOLT,1
VOLKSWAGEN,PASSAT,HOLT,8
VOLKSWAGEN,POLO,HOLT,16
VOLKSWAGEN,SCIROCCO R,HOLT,1
VOLKSWAGEN,TIGUAN,HOLT,8
VOLKSWAGEN,TIGUAN MY17 WAGON,HOLT,2
VOLKSWAGEN,TRANSPORTER,HOLT,4
VOLKSWAGEN,TYPE 2K,HOLT,1
VOLKSWAGEN,TYPE AA UP!,HOLT,1
VOLVO,240GL,HOLT,1
VOLVO,80 SERIES,HOLT,1
VOLVO,S40,HOLT,3
VOLVO,V50,HOLT,1
VOLVO,XC60,HOLT,1
VOLVO,XC90,HOLT,2
TOYOTA,COROLLA,HOMEBUSH,1
SUBARU,FORRESTER,HOSKINS TOWN,1
ALFA ROMEO,159,HUGHES,2
ALFA ROMEO,949 STELVIO,HUGHES,1
ALFA ROMEO,GIULIA,HUGHES,1
ALFA ROMEO,GIULIETTA,HUGHES,2
ALFA ROMEO,GIULIETTA SERIES,HUGHES,1
ALFA ROMEO,GT,HUGHES,1
ALFA ROMEO,GTV,HUGHES,1
AUDI,A1,HUGHES,4
AUDI,A3,HUGHES,7
AUDI,A4,HUGHES,4
AUDI,A5,HUGHES,1
AUDI,A6,HUGHES,3
AUDI,A7,HUGHES,1
AUDI,AUDI SQ7,HUGHES,1
AUDI,Q3,HUGHES,1
AUDI,Q5,HUGHES,2
AUDI,Q7,HUGHES,5
AUDI,RS3 SEDAN,HUGHES,1
AUDI,SQ5,HUGHES,1
AUDI,TT,HUGHES,1
BMW,1 SERIES F20 HATCH,HUGHES,1
BMW,123D,HUGHES,2
BMW,125I,HUGHES,1
BMW,13OI,HUGHES,1
BMW,218D,HUGHES,1
BMW,2201,HUGHES,1
BMW,3 SERIES E90,HUGHES,1
BMW,318,HUGHES,1
BMW,31SI,HUGHES,1
BMW,320D,HUGHES,2
BMW,320I,HUGHES,1
BMW,323I,HUGHES,1
BMW,325I,HUGHES,1
BMW,330,HUGHES,1
BMW,330I,HUGHES,1
BMW,3351,HUGHES,1
BMW,4 SERIES LCI COUPE,HUGHES,1
BMW,528I,HUGHES,1
BMW,540I,HUGHES,1
BMW,BMW X SERIES X2,HUGHES,1
BMW,F48 X1,HUGHES,1
BMW,M5,HUGHES,1
BMW,X3,HUGHES,7
BMW,X4,HUGHES,1
BMW,X5,HUGHES,3
CHRYSLER,VALIANT,HUGHES,1
CITROEN,C2,HUGHES,1
CITROEN,C4,HUGHES,2
CITROEN,C5,HUGHES,3
DAEWOO,KALOS,HUGHES,2
DAIHATSU,F20JV,HUGHES,1
DAIHATSU,G200S,HUGHES,1
DATSUN,SUNNY,HUGHES,1
DODGE,CALIBER,HUGHES,1
FIAT,125,HUGHES,1
FIAT,500,HUGHES,2
FIAT,500 SERIES,HUGHES,1
FIAT,DUCATO,HUGHES,1
FORD,BK ECOSPORT 1,HUGHES,1
FORD,CAPRII,HUGHES,1
FORD,COUGAR,HUGHES,1
FORD,COURIER,HUGHES,2
FORD,ECOSPORT,HUGHES,1
FORD,ESCAPE,HUGHES,1
FORD,EVEREST,HUGHES,2
FORD,F250,HUGHES,1
FORD,FAIRLANE,HUGHES,2
FORD,FAIRMONT,HUGHES,4
FORD,FALCON,HUGHES,33
FORD,FESTIVA,HUGHES,1
FORD,FIESTA,HUGHES,11
FORD,FM MUSTANG COUPE,HUGHES,1
FORD,FOCUS,HUGHES,21
FORD,KUGA,HUGHES,2
FORD,KUGA 2,HUGHES,2
FORD,LASER,HUGHES,7
FORD,MC MODEO 3 HATCH,HUGHES,1
FORD,MODEO,HUGHES,1
FORD,MONDEO,HUGHES,3
FORD,MUSTANG,HUGHES,2
FORD,RANGER,HUGHES,10
FORD,TERRITORY,HUGHES,16
FORD,TERRITOY TX,HUGHES,1
FORD,THURDERBIRD,HUGHES,1
FORD,TRANSIT,HUGHES,1
HERCULES,HEDT3,HUGHES,1
HODAKA,CAPTIVA,HUGHES,1
HOLDEN,ASTRA,HUGHES,25
HOLDEN,BARINA,HUGHES,10
HOLDEN,BERLINA,HUGHES,2
HOLDEN,CALAIS,HUGHES,1
HOLDEN,CAPTIVA,HUGHES,11
HOLDEN,COLORADO,HUGHES,6
HOLDEN,COMBO,HUGHES,1
HOLDEN,COMMODORE,HUGHES,23
HOLDEN,CRUZE,HUGHES,8
HOLDEN,HK,HUGHES,1
HOLDEN,HQ,HUGHES,1
HOLDEN,HR,HUGHES,1
HOLDEN,HSV,HUGHES,1
HOLDEN,JACKAROO,HUGHES,1
HOLDEN,MALOO,HUGHES,1
HOLDEN,RODEO,HUGHES,4
HOLDEN,SSV,HUGHES,1
HOLDEN,STATESMAN,HUGHES,2
HOLDEN,SV6,HUGHES,1
HOLDEN,TORANA,HUGHES,1
HOLDEN,TRAX,HUGHES,1
HOLDEN,VE OMEGA MY12,HUGHES,1
HOLDEN,VE SV6 MY12,HUGHES,1
HOLDEN,VECTRA,HUGHES,3
HOLDEN,VX,HUGHES,2
HOLDEN,VY,HUGHES,1
HOLDEN,WH,HUGHES,1
HONDA,ACCORD,HUGHES,13
HONDA,CITY,HUGHES,1
HONDA,CITY 4DR SED 10,HUGHES,1
HONDA,CIVIC,HUGHES,28
HONDA,CRV,HUGHES,7
HONDA,EURO,HUGHES,2
HONDA,HRV,HUGHES,1
HONDA,JAZZ,HUGHES,18
HONDA,ODYSSEY,HUGHES,6
HONDA,PRELUDE,HUGHES,1
HYUNDAI,120,HUGHES,1
HYUNDAI,ACCENT,HUGHES,9
HYUNDAI,DM,HUGHES,1
HYUNDAI,ELANTRA,HUGHES,6
HYUNDAI,EXCEL,HUGHES,4
HYUNDAI,FD  I30CW,HUGHES,3
HYUNDAI,FS VELOSTER COUPE,HUGHES,2
HYUNDAI,GETZ,HUGHES,6
HYUNDAI,I20,HUGHES,5
HYUNDAI,I30,HUGHES,19
HYUNDAI,I30CW,HUGHES,2
HYUNDAI,I30N,HUGHES,1
HYUNDAI,IMAX,HUGHES,1
HYUNDAI,IX35,HUGHES,6
HYUNDAI,KONA,HUGHES,1
HYUNDAI,LM IX35 WAGON,HUGHES,1
HYUNDAI,PB I 20,HUGHES,3
HYUNDAI,SANTA FE,HUGHES,4
HYUNDAI,SANTA FE SER II 7S,HUGHES,4
HYUNDAI,SANTAF,HUGHES,1
HYUNDAI,SANTAFE,HUGHES,2
HYUNDAI,SANTEFE,HUGHES,1
HYUNDAI,SONATA,HUGHES,1
HYUNDAI,TUCSON,HUGHES,1
HYUNDAI,VELOSTER,HUGHES,1
INFINITI,350GT,HUGHES,1
ISUZU,NLR200,HUGHES,1
JAGUAR,STYPE,HUGHES,1
JAGUAR,XF,HUGHES,3
JAGUAR,XJ8,HUGHES,1
JAGUAR,XTYPE,HUGHES,1
JEEP,CHEROKEE,HUGHES,7
JEEP,COMMANDER,HUGHES,1
JEEP,COMPASS,HUGHES,1
JEEP,GRAND CHEROKEE,HUGHES,3
JEEP,RENEGADE BU SERIES,HUGHES,1
JEEP,WRANGLER,HUGHES,3
KIA,CARNIVAL,HUGHES,5
KIA,CERATO,HUGHES,8
KIA,KIA PICANTO HATCH,HUGHES,1
KIA,KIA STINGER 3.3T,HUGHES,2
KIA,OPTIMA,HUGHES,1
KIA,RIO,HUGHES,8
KIA,SORENTO,HUGHES,6
KIA,SPORTAGE,HUGHES,6
LAND ROVER,DEFENDER,HUGHES,1
LAND ROVER,DISCOVERY,HUGHES,11
LAND ROVER,DISCOVERY3,HUGHES,1
LAND ROVER,FREELANDER,HUGHES,3
LAND ROVER,RANGE ROVER EVOQUE,HUGHES,1
LAND ROVER,RANGE ROVER SPORT,HUGHES,1
LAND ROVER,SPORT,HUGHES,2
LEXUS,CS450H,HUGHES,1
LEXUS,CT 200H (MY13)10 SER,HUGHES,1
LEXUS,CT200H,HUGHES,1
LEXUS,ES300,HUGHES,1
LEXUS,IS 250 (20 SERIES),HUGHES,2
LEXUS,IS 30 SER,HUGHES,2
LEXUS,IS200,HUGHES,3
LEXUS,IS250,HUGHES,1
LEXUS,IS300,HUGHES,1
LEXUS,LS43,HUGHES,1
LEXUS,LS430,HUGHES,1
LEXUS,NX 300H,HUGHES,2
LEXUS,RX 30 SER,HUGHES,1
LEXUS,RX 330,HUGHES,1
LEXUS,RX 350,HUGHES,1
LEXUS,RX 350 ( 30 SERIES),HUGHES,1
LOTUS,EVORA,HUGHES,1
MAZDA,121,HUGHES,5
MAZDA,121G,HUGHES,1
MAZDA,2,HUGHES,11
MAZDA,2B,HUGHES,3
MAZDA,3,HUGHES,51
MAZDA,323,HUGHES,5
MAZDA,323K,HUGHES,1
MAZDA,323P,HUGHES,4
MAZDA,3A,HUGHES,5
MAZDA,3B,HUGHES,1
MAZDA,3B HATCH,HUGHES,2
MAZDA,3B HATCHBACK,HUGHES,5
MAZDA,3B SEDAN,HUGHES,3
MAZDA,3D HATCHBACK,HUGHES,1
MAZDA,3MAX,HUGHES,1
MAZDA,4,HUGHES,1
MAZDA,6,HUGHES,26
MAZDA,626,HUGHES,1
MAZDA,626L,HUGHES,1
MAZDA,6A,HUGHES,1
MAZDA,6B HATCH,HUGHES,2
MAZDA,ASTINA,HUGHES,1
MAZDA,BRAVO,HUGHES,1
MAZDA,BT50,HUGHES,2
MAZDA,CX3,HUGHES,1
MAZDA,CX5,HUGHES,6
MAZDA,CX7,HUGHES,1
MAZDA,CX9,HUGHES,3
MAZDA,M6,HUGHES,1
MAZDA,MX5,HUGHES,3
MAZDA,PROTEGE,HUGHES,1
MAZDA,TRIBUTE,HUGHES,2
MERCEDES,204 C CLASS,HUGHES,1
MERCEDES,204 C CLASS (2010),HUGHES,1
MERCEDES,204 C CLASS SED 2011,HUGHES,1
MERCEDES,205 C CLASS MY16,HUGHES,2
MERCEDES,212,HUGHES,1
MERCEDES,230,HUGHES,1
MERCEDES,246 B CLASS,HUGHES,1
MERCEDES,253 GLC CLASS MY18,HUGHES,1
MERCEDES,280,HUGHES,1
MERCEDES,380,HUGHES,1
MERCEDES,A CLASS HATCHBACK,HUGHES,1
MERCEDES,A160,HUGHES,1
MERCEDES,A200,HUGHES,1
MERCEDES,AMG,HUGHES,1
MERCEDES,B180,HUGHES,1
MERCEDES,B200,HUGHES,2
MERCEDES,B200T,HUGHES,1
MERCEDES,C180,HUGHES,3
MERCEDES,C200,HUGHES,4
MERCEDES,C200K,HUGHES,1
MERCEDES,C220,HUGHES,2
MERCEDES,C230,HUGHES,1
MERCEDES,C250,HUGHES,1
MERCEDES,C320CDI,HUGHES,1
MERCEDES,C63,HUGHES,1
MERCEDES,CLA 117 MY15,HUGHES,1
MERCEDES,CLA 45,HUGHES,1
MERCEDES,CLK200K,HUGHES,1
MERCEDES,E200,HUGHES,1
MERCEDES,E240,HUGHES,1
MERCEDES,E280,HUGHES,1
MERCEDES,E320,HUGHES,2
MERCEDES,GLA 45,HUGHES,1
MERCEDES,GLC CLASS MY17,HUGHES,1
MERCEDES,ML250,HUGHES,1
MERCEDES,ML350,HUGHES,2
MERCEDES,ML500,HUGHES,1
MERCEDES,S320,HUGHES,1
MERCEDES,SPRINTER,HUGHES,2
MERCEDES,VITO,HUGHES,1
MERCEDES,X156 GLA CLASS MY16,HUGHES,2
MG,1600,HUGHES,1
MG,MGB,HUGHES,3
MG,TF135,HUGHES,1
MINI,COOPER,HUGHES,2
MINI,R 56,HUGHES,1
MITSUBISHI,380,HUGHES,6
MITSUBISHI,ASX,HUGHES,3
MITSUBISHI,COLT,HUGHES,6
MITSUBISHI,DELICA,HUGHES,1
MITSUBISHI,EXPRESS,HUGHES,2
MITSUBISHI,LANCER,HUGHES,22
MITSUBISHI,MAGNA,HUGHES,3
MITSUBISHI,MIRAGE,HUGHES,5
MITSUBISHI,OUTLANDER,HUGHES,5
MITSUBISHI,PAJERO,HUGHES,4
MITSUBISHI,TRITON,HUGHES,4
MITSUBISHI,VERDA,HUGHES,1
NISSAN,DUALIS,HUGHES,5
NISSAN,ELGRAND,HUGHES,1
NISSAN,J11 QASHQAI,HUGHES,2
NISSAN,MAXIMA,HUGHES,6
NISSAN,MICRA,HUGHES,3
NISSAN,MURANO,HUGHES,2
NISSAN,N17 ALMERA,HUGHES,1
NISSAN,NAVARA,HUGHES,5
NISSAN,PATHFINDER,HUGHES,1
NISSAN,PATROL,HUGHES,2
NISSAN,PULSAR,HUGHES,4
NISSAN,R52 PATHFINDER,HUGHES,1
NISSAN,T31 X TRAIL MA,HUGHES,2
NISSAN,TIDA,HUGHES,1
NISSAN,TIIDA,HUGHES,1
NISSAN,XTRAIL,HUGHES,5
PEUGEOT,206,HUGHES,3
PEUGEOT,208 SERIES,HUGHES,1
PEUGEOT,3008,HUGHES,1
PEUGEOT,307,HUGHES,6
PEUGEOT,308,HUGHES,10
PEUGEOT,4007,HUGHES,1
PORSCHE,BOXTER,HUGHES,2
PORSCHE,CAYENNE,HUGHES,1
PORSCHE,MACAN,HUGHES,1
RANGE ROVER,EVOQUE,HUGHES,1
RENAULT,CLIO,HUGHES,1
RENAULT,FLUENCE,HUGHES,1
RENAULT,J84,HUGHES,1
RENAULT,KOLE05,HUGHES,1
RENAULT,KOLEOS,HUGHES,2
RENAULT,MEGANE,HUGHES,4
RENAULT,X82 TRAFIC,HUGHES,5
RENAULT,X98 CLIO 4,HUGHES,2
SAAB,95,HUGHES,1
SKODA,FABIA,HUGHES,2
SKODA,KODIAQ,HUGHES,1
SKODA,OCTAVIA,HUGHES,11
SKODA,SUPERB,HUGHES,5
SSANGYONG,A200S,HUGHES,1
SUBARU,FOESTER,HUGHES,1
SUBARU,FORESTER,HUGHES,50
SUBARU,FORRESTER,HUGHES,3
SUBARU,IMPRESA,HUGHES,1
SUBARU,IMPREZA,HUGHES,20
SUBARU,IMPREZZA,HUGHES,2
SUBARU,LIBERTY,HUGHES,10
SUBARU,OUTBACK,HUGHES,32
SUBARU,S,HUGHES,1
SUBARU,SUBARU LEVORG,HUGHES,1
SUBARU,TRIBECA,HUGHES,1
SUBARU,WRX,HUGHES,1
SUBARU,XV,HUGHES,6
SUZUKI,ALTO,HUGHES,2
SUZUKI,APV,HUGHES,1
SUZUKI,BALENO,HUGHES,3
SUZUKI,CELERIO,HUGHES,1
SUZUKI,IGNIS,HUGHES,2
SUZUKI,SWIFT,HUGHES,14
SUZUKI,SX4,HUGHES,1
SUZUKI,VITARA,HUGHES,3
TOYOTA,86,HUGHES,1
TOYOTA,90 SER AUG 08 PRO,HUGHES,1
TOYOTA,AURION,HUGHES,13
TOYOTA,AVALON,HUGHES,4
TOYOTA,AVENIS,HUGHES,1
TOYOTA,AVENSIS,HUGHES,1
TOYOTA,CAMRY,HUGHES,39
TOYOTA,CELICA,HUGHES,2
TOYOTA,COASTER,HUGHES,1
TOYOTA,COMMUTER,HUGHES,2
TOYOTA,COROLA,HUGHES,1
TOYOTA,COROLLA,HUGHES,67
TOYOTA,CORROLLA,HUGHES,1
TOYOTA,CRESSIDA,HUGHES,1
TOYOTA,ECHO,HUGHES,9
TOYOTA,FJ CRUISER,HUGHES,1
TOYOTA,FORTUNER,HUGHES,1
TOYOTA,HI ACE 200SER,HUGHES,1
TOYOTA,HI LUX,HUGHES,1
TOYOTA,HIACE,HUGHES,4
TOYOTA,HILUX,HUGHES,22
TOYOTA,KLUGER,HUGHES,11
TOYOTA,LAND CRUISER 100 SER,HUGHES,1
TOYOTA,LANDCRUISER,HUGHES,13
TOYOTA,PRADO,HUGHES,13
TOYOTA,PRIUS,HUGHES,9
TOYOTA,RAV 4,HUGHES,5
TOYOTA,RAV4,HUGHES,11
TOYOTA,SECA,HUGHES,1
TOYOTA,STARLET,HUGHES,2
TOYOTA,TARAGO,HUGHES,1
TOYOTA,TOWNACE,HUGHES,1
TOYOTA,TROOPCARRIER,HUGHES,1
TOYOTA,YARIS,HUGHES,29
TRIUMPH,TR7,HUGHES,1
VOLKSWAGEN,AMAROK,HUGHES,7
VOLKSWAGEN,BEETLE,HUGHES,1
VOLKSWAGEN,CADDY,HUGHES,4
VOLKSWAGEN,CARAVELLE,HUGHES,1
VOLKSWAGEN,GOLD,HUGHES,1
VOLKSWAGEN,GOLF,HUGHES,52
VOLKSWAGEN,JETTA,HUGHES,5
VOLKSWAGEN,KOMBI,HUGHES,1
VOLKSWAGEN,MULTIVAN,HUGHES,2
VOLKSWAGEN,PASSAT,HUGHES,10
VOLKSWAGEN,POLO,HUGHES,7
VOLKSWAGEN,TIGUAN,HUGHES,5
VOLKSWAGEN,TIGUAN MY17 WAGON,HUGHES,3
VOLKSWAGEN,TOUAREG,HUGHES,5
VOLKSWAGEN,TRANSPORTER,HUGHES,2
VOLKSWAGEN,TYPE 1 K GOLF 6,HUGHES,2
VOLKSWAGEN,TYPE 1F,HUGHES,2
VOLKSWAGEN,TYPE 1H,HUGHES,1
VOLKSWAGEN,TYPE AA UP!,HUGHES,1
VOLVO,240,HUGHES,2
VOLVO,245GLM,HUGHES,1
VOLVO,40 SERIES,HUGHES,1
VOLVO,440,HUGHES,1
VOLVO,70 SER,HUGHES,1
VOLVO,850,HUGHES,2
VOLVO,C30,HUGHES,1
VOLVO,D SER FWD XC60 T5,HUGHES,1
VOLVO,S60,HUGHES,3
VOLVO,V40,HUGHES,8
VOLVO,V50,HUGHES,1
VOLVO,V60,HUGHES,1
VOLVO,XC60,HUGHES,6
VOLVO,XC70,HUGHES,1
VOLVO,XC90,HUGHES,5
WESTERN STAR,4800,HUGHES,1
3 DOG,3 AXLE TIPPER,HUME,1
AIR RIDE SA,2 AXLE PIG,HUME,1
AUDI,A4,HUME,1
AUDI,AUDI Q3,HUME,1
AUDI,Q5,HUME,1
AUDI,S5,HUME,1
AUDI,SQ5,HUME,1
BANMERE,4AXLE,HUME,1
BANNATYNE,3 AXLE DOG,HUME,1
BARKER,3 AXLE SEMI,HUME,1
BARKER,BARKER,HUME,1
BARKER,CHIP BIN,HUME,1
BARKER,TRI AXLE,HUME,1
BCI,PK693,HUME,1
BMW,535D,HUME,1
BMW,X3,HUME,2
BMW,X5,HUME,2
BRENTWOOD,W4334D,HUME,1
CATERPILLAR,IT38G,HUME,1
CERAMICO,TIPPER,HUME,1
CORKHILL,3 AXLE DOG,HUME,3
CORKHILL,TRI AXLE DOG,HUME,1
DAF,FADCF75,HUME,1
DAIHATSU,CUORE,HUME,1
DAIHATSU,FEROZA,HUME,1
DEAN,PIG TRAILER,HUME,1
DENNING,ELITE2,HUME,1
DENNIS,EAGLE,HUME,1
DENNIS,ELITE 2,HUME,2
DRAKE,4 AXLE,HUME,1
FIAT,WINNEBAGO,HUME,1
FORD,COURIER,HUME,2
FORD,ECONAVAN,HUME,1
FORD,ESCAPE,HUME,1
FORD,EVEREST,HUME,1
FORD,EXPLORER,HUME,1
FORD,F250,HUME,2
FORD,F6,HUME,1
FORD,FALCON,HUME,21
FORD,FOCUS,HUME,1
FORD,LTS9000,HUME,1
FORD,MC MODEO 3 HATCH,HUME,1
FORD,MONDEO,HUME,7
FORD,RANDER,HUME,1
FORD,RANGER,HUME,59
FORD,TERRITORY,HUME,2
FORD,TRANSIT,HUME,4
FRANNA,AT20,HUME,1
FRANNA,AT22,HUME,1
FRANNA,MAC25,HUME,1
FREIGHTER,3 AXLE SEMI,HUME,1
FREIGHTER,3 AXLE TRAILER,HUME,1
FREIGHTER,FLAT TOP,HUME,1
FREIGHTER,LINER,HUME,1
FREIGHTER,ST3,HUME,2
FREIGHTLINER,COLUMBIA,HUME,1
FRUEHAUF,00TRAIL,HUME,1
FRUEHAUF,F300ST20,HUME,1
FRUEHAUF,F35T,HUME,1
FRUEHAUF,FLAT TOP,HUME,1
FRUEHAUF,KRUGER,HUME,1
FRUEHAUF,OPH38,HUME,1
FRUEHAUF,TRI AXLE SEMI,HUME,1
FTE,FTE3A,HUME,1
FUSO,CANTER,HUME,3
FUSO,CANTER615,HUME,1
FUSO,FIGHTER,HUME,5
FUSO,FK600,HUME,1
FUSO,FM600,HUME,1
GHUON,FLAT TOP,HUME,1
GITSHAM,FLAT TOP,HUME,1
GREAT WALL,K2 V240 UTILITY 2010,HUME,3
GROVE,GMK5130,HUME,1
HALLMARK,TRI AXLE,HUME,1
HAMELEX,3 AXLE DOG,HUME,1
HAMELEX,CENTURION,HUME,2
HAMELEX,HXWD3,HUME,2
HAMELEX,WHITE ST2,HUME,1
HAULMARK,3 AXLE SEMI,HUME,1
HAULMARK,4 AXLE FLOAT,HUME,1
HERCULES,3 AXLE DOG,HUME,1
HERCULES,4AXLE DOG,HUME,1
HERCULES,HEDT3,HUME,1
HINO,1018,HUME,1
HINO,1124,HUME,2
HINO,1426,HUME,1
HINO,2632,HUME,1
HINO,300,HUME,5
HINO,300C,HUME,1
HINO,500,HUME,2
HINO,616,HUME,3
HINO,617,HUME,1
HINO,700 SERIES,HUME,1
HINO,717,HUME,1
HINO,DUTRO,HUME,4
HINO,FB4J,HUME,1
HINO,FC,HUME,3
HINO,FC1018,HUME,1
HINO,FC1022,HUME,1
HINO,FC4J,HUME,1
HINO,FC500,HUME,1
HINO,FC7J,HUME,1
HINO,FCIS,HUME,1
HINO,FD176,HUME,1
HINO,FD3H,HUME,2
HINO,FF,HUME,1
HINO,FM,HUME,2
HINO,GD,HUME,1
HINO,GH1728,HUME,1
HINO,GH1J,HUME,2
HINO,RANGER,HUME,4
HOLDEN,BARINA,HUME,1
HOLDEN,CAPTIVA,HUME,1
HOLDEN,CHEVROLET,HUME,1
HOLDEN,COLORADO,HUME,9
HOLDEN,COMBO,HUME,1
HOLDEN,COMMODORE,HUME,8
HOLDEN,CRUZE,HUME,1
HOLDEN,MALOO,HUME,1
HOLDEN,RODEO,HUME,8
HOLDEN,SV6,HUME,1
HOLDEN,VE UTILITY,HUME,1
HOME-BUILT,3 AXLE TIPPER,HUME,1
HOME-BUILT,COLRON INDUS,HUME,1
HOME-BUILT,TRI AXLE,HUME,1
HONDA,CIVIC,HUME,1
HYUNDAI,ACCENT,HUME,1
HYUNDAI,GETZ,HUME,1
HYUNDAI,H1,HUME,1
HYUNDAI,I LOAD,HUME,1
HYUNDAI,I30,HUME,2
HYUNDAI,ILOAD,HUME,6
HYUNDAI,LM IX35 WAGON,HUME,1
HYUNDAI,SANTA FE SER II 7S,HUME,1
INTERNATIONAL,7600,HUME,1
INTERNATIONAL,ACC02350,HUME,1
INTERNATIONAL,ACCO,HUME,2
ISUZU,2 AXEL RIGID,HUME,1
ISUZU,2 AXLE PAN,HUME,1
ISUZU,2 AXLE RIGID,HUME,1
ISUZU,200,HUME,1
ISUZU,45.15,HUME,1
ISUZU,500,HUME,1
ISUZU,AFV1000,HUME,1
ISUZU,D MAX 2WD,HUME,2
ISUZU,D MAX SPACE CAB,HUME,1
ISUZU,DMAX,HUME,2
ISUZU,FRR,HUME,1
ISUZU,FRR110,HUME,1
ISUZU,FRR50,HUME,1
ISUZU,FRR500,HUME,6
ISUZU,FRR550,HUME,2
ISUZU,FRR600,HUME,4
ISUZU,FSR,HUME,4
ISUZU,FSR700,HUME,1
ISUZU,FSR850,HUME,3
ISUZU,FSS500,HUME,1
ISUZU,FTR,HUME,2
ISUZU,FTR900,HUME,1
ISUZU,FVD1000,HUME,2
ISUZU,FVM140,HUME,1
ISUZU,FVR900,HUME,1
ISUZU,FVY1400,HUME,1
ISUZU,FVZ,HUME,1
ISUZU,FVZ1000,HUME,1
ISUZU,FVZ1400,HUME,3
ISUZU,FVZ193A,HUME,1
ISUZU,FXD,HUME,2
ISUZU,FXD1000,HUME,2
ISUZU,FXY1500,HUME,1
ISUZU,FXZ,HUME,1
ISUZU,FYH2000,HUME,1
ISUZU,FYJ300,HUME,1
ISUZU,GVR270,HUME,1
ISUZU,MPR200,HUME,1
ISUZU,MPR450,HUME,1
ISUZU,NHNNR,HUME,1
ISUZU,NHNPR,HUME,3
ISUZU,NKR,HUME,1
ISUZU,NLR200,HUME,3
ISUZU,NLR45150,HUME,1
ISUZU,NLRZOO,HUME,1
ISUZU,NNR,HUME,1
ISUZU,NNR200,HUME,4
ISUZU,NPPR66,HUME,1
ISUZU,NPR,HUME,1
ISUZU,NPR200,HUME,11
ISUZU,NPR250,HUME,2
ISUZU,NPR300,HUME,3
ISUZU,NPR400,HUME,3
ISUZU,NQR,HUME,1
ISUZU,NRL200,HUME,1
ISUZU,NRR200,HUME,1
IVECO,2350G,HUME,2
IVECO,ACC0,HUME,1
IVECO,ACC002A,HUME,1
IVECO,ACCO,HUME,63
IVECO,ACCO2350,HUME,1
IVECO,AT190,HUME,1
IVECO,ATI360,HUME,1
IVECO,ML100E21P,HUME,1
IVECO,ML160,HUME,1
IVECO,STRALIS,HUME,7
IVECO,STRATUS AD500,HUME,1
JAGUAR,STYPE,HUME,1
JEEP,CHEROKEE,HUME,1
JEEP,KJ,HUME,1
JEEP,WRANGLER,HUME,1
JOHNSON,3 AXLE DOG,HUME,4
JOHNSON,3 AXLE DOS,HUME,1
JOHNSTON,3 AXLE,HUME,1
JOHNSTON,3 AXLE DOG,HUME,4
JOHNSTON,DOG,HUME,3
JTB,3 AXLE FLAT TOP,HUME,1
JTB,QUAD,HUME,1
KENWORTH,350,HUME,2
KENWORTH,404SAR,HUME,1
KENWORTH,409SAR,HUME,1
KENWORTH,K104,HUME,5
KENWORTH,K200,HUME,2
KENWORTH,SAR,HUME,1
KENWORTH,T 401,HUME,1
KENWORTH,T350,HUME,4
KENWORTH,T359,HUME,10
KENWORTH,T388,HUME,3
KENWORTH,T401,HUME,9
KENWORTH,T402,HUME,1
KENWORTH,T403,HUME,1
KENWORTH,T404,HUME,2
KENWORTH,T4045A,HUME,1
KENWORTH,T404SA,HUME,2
KENWORTH,T404SAR,HUME,1
KENWORTH,T408,HUME,1
KENWORTH,T409,HUME,4
KENWORTH,T409SAR,HUME,1
KENWORTH,T609,HUME,1
KENWORTH,T900,HUME,1
KENWORTH,W923,HUME,1
KENWORTH,W925,HUME,1
KIA,CARNIVAL,HUME,1
KIA,KIA STINGER 3.3T,HUME,1
KIA,SPORTAGE,HUME,1
KRUEGER,3 AXLE SEMI,HUME,1
KRUEGER,3 AXLE SEMI 38,HUME,2
KRUGER,3AXLE,HUME,1
KRUGER,ST3,HUME,1
KUBOTA,SVL75,HUME,1
LAND ROVER,DISCOVERY,HUME,2
LAND ROVER,RANGE ROVER SPORT,HUME,1
LAND ROVER,VELAR,HUME,1
LDV,V80 CARGO VAN,HUME,2
LEXUS,CT200,HUME,1
LEXUS,ES XZ1L,HUME,1
LIEBHERR,CRANE,HUME,1
LIEBHERR,LTM1060,HUME,1
LIEBHERR,LTM1095 51,HUME,1
LOAD MASTER,2 AXLE DOG,HUME,1
LOW VOLUME VIN,2 AXLE DOG,HUME,1
LOW VOLUME VIN,2 AXLE SEMI,HUME,1
LOW VOLUME VIN,2 AXLE TIPPER,HUME,1
LOW VOLUME VIN,3 AXLE SEMI,HUME,1
LOW VOLUME VIN,3 AXLE SEMITRAILER,HUME,1
LOW VOLUME VIN,3 AXLE TIPPER,HUME,1
LOW VOLUME VIN,825,HUME,1
LOW VOLUME VIN,AUMARK,HUME,1
LOW VOLUME VIN,G25G,HUME,1
LOW VOLUME VIN,KATO,HUME,1
LOW VOLUME VIN,M8,HUME,1
LOW VOLUME VIN,R T DOLLY,HUME,1
LOW VOLUME VIN,SIDE LOADER,HUME,1
