suburb,HOLDEN,FORD,MAZDA,VOLKSWAGEN,HYUNDAI,MITSUBISHI,SUBARU,NISSAN,HONDA,KIA,BMW,MERCEDES,AUDI,SUZUKI,VOLVO,JEEP,LEXUS,PEUGEOT,SKODA,LAND ROVER,RENAULT,ISUZU,PORSCHE,MINI,CITROEN,FIAT,ALFA ROMEO,TOTAL
KAMBAH,1.197736285741844,1.19274240713709,1.0283091472820827,0.7723920149072895,1.0314132100574163,1.0799487411156248,1.0335656447819614,1.1377696207223755,0.7927044644787068,1.1746237022667672,0.7685400988075293,0.5602948333583988,0.7233209113958514,1.1069752167959064,0.8761200300549025,0.7410177021937498,0.5569113478258186,0.9250161655350791,1.043034885538365,0.5819236690128939,1.0244478706251692,1.2254991237662196,0.6558460257855806,0.5776042172303525,0.7079680622423568,1.0998069059440432,0.5627474771316072,1.0
NGUNNAWAL,1.1781751181252798,1.0462283838775919,1.0514502620590904,0.6699638021004629,1.2156367195392905,1.1305285449986773,0.8198668974287219,1.2264218947018064,1.004042994685542,1.221008607330234,0.7244163898972987,0.6607290325980555,0.7615237893085933,1.0643870844004395,0.5002531512773696,1.0183360991888613,0.6353816816779027,0.6061909580413961,0.8870919206468422,0.6553119589799881,0.5324512290108634,1.126905396192044,0.6249327657901419,0.31786587711489567,0.23239740864593578,0.9186728773304706,0.8043336168059432,1.0
GORDON,1.3346777497086681,1.177786837131165,1.102426364019533,0.6000344888418466,1.035692599459645,1.3125812132584591,0.8100097526071963,1.2544163243178208,0.7769966201441998,1.210164209050003,0.7078976844274746,0.627202575269383,0.5777053518733625,1.4183609173765075,0.4416122781768,1.0238204544889213,0.945221581089079,0.5064274135698382,0.7002366387809202,0.44994033846861525,1.0783179284308915,0.4373305455433802,0.2897695532825942,0.7430832862587737,0.37041916082386006,0.23428422082681086,0.37295434899679897,1.0
WANNIASSA,1.1647202083034123,1.1335496636286486,0.9704958052881144,0.7677555529173609,1.0820399928655624,1.261879787212365,1.1255645695861494,1.0357585510325398,0.8837789491961878,1.037500218826042,0.6895340728024976,0.6341322397708428,0.6710799963513637,0.9519003632558126,0.5953219243937394,0.8079080290991751,0.8464460428771025,1.0509939435611484,0.8713516579630862,0.8448356732863753,1.2517475682938257,1.0106569230259745,0.3662138499701763,0.47809571212359936,1.1235352406184713,1.1054060095596596,0.8484186265658876,1.0
KALEEN,1.1134859959978596,1.1566142700692246,0.9930561360507936,0.8493663813845611,1.0225720988081648,0.8779841907359526,1.084461884233039,1.0165670804522298,0.9045735568738952,0.9391572687751032,0.7973628712088682,0.7354359695716716,0.717713870663921,0.6101080309403917,0.7032544934887827,0.7688082945243686,0.888806854850024,0.6791332040985877,0.9435513489123706,0.5117976308737718,0.5935963401730326,0.7959268124467525,0.46144944443921765,0.43030478496604735,0.8651596205284122,0.663272343705627,0.5939187716451528,1.0
NICHOLLS,0.9536883319524406,0.848479213103856,1.1546116135115174,1.0998526689619763,0.8698745689912923,0.8162928097784695,0.7340349370572969,0.8810911182327997,1.0730044728565318,0.8679195200934331,1.8672262585076467,1.90995307256293,1.4252152119429007,0.7225089198683553,1.1761850825078093,1.364189184586776,1.686134398066978,0.8320706703504435,0.48042991557066483,0.9316200353296484,0.8460094996350483,1.462748439596958,2.099929355853831,1.355675944608751,0.41298285321666384,0.5224101569989136,0.7276663657057111,1.0
DUNLOP,1.3064727420132347,1.2711190828060777,0.9822318241678398,0.6130733738853944,1.1600585668027592,1.1729345219678218,0.6517785371409975,1.3416243925313327,0.8653534971644613,1.329388383838384,0.513694155958458,0.4150442832601641,0.43023684210526314,1.1983560209424085,0.6011263131565784,1.1945425152749491,0.5986830947136564,0.4353809782608696,0.628462383305876,0.8249495412844037,0.5591677524429968,0.9476171974522293,0.3380886262924668,0.945809917355372,0.34574924471299096,1.0934044585987261,0.21757224334600764,1.0
HARRISON,0.8356614599718827,0.7969174226065424,0.9961015420391935,1.0795485079669938,0.8852705790619347,0.9682595998866433,0.8851871629967911,0.8677560367091582,1.2268468039338924,1.2829795527469945,1.3385294924329572,0.9043696973401293,1.3194076425410577,1.1083331214830057,0.8193220044727194,1.221101472297418,1.2239879268359957,0.7311717352415027,1.156383633989856,1.188273855438353,0.8574000804134885,0.44708590180372143,0.08640138673459412,1.7725375399794006,0.44179561041782633,0.745143169672869,0.5560241332635002,1.0
MACGREGOR,1.2142591495338817,1.2335572641138122,0.91703814304234,0.6289544743630616,0.9793603784882661,1.2033183092770678,0.7976185520283339,1.1711724977587048,1.0251626085437382,1.4061797767363298,0.4960008747543309,0.4818213625676505,0.514945352609531,1.112312773624776,0.6460645044245642,1.2852658444459883,0.4525621050467024,0.861414019202248,0.7414534401659475,0.46162859919386534,1.0995005818747476,0.8226006014934419,0.08671162510707021,0.7277326883985934,0.620734730184903,1.4021601161820032,0.6696247551044092,1.0
BELCONNEN,0.9232985085216344,0.9899395781754333,0.9595303348016935,1.0088789641519553,1.3584226665691033,0.9825431649354903,0.7900044778580468,0.9111643298456709,1.2973485880140065,1.0839057598395911,0.7524764249082818,0.68773837871004,0.8571064801812429,1.4311819124941096,0.5193447844519912,1.3059527199299232,0.9752182074198751,0.7301708737413577,0.5701099528388416,0.5202456600706922,1.2432580764029633,1.6336886254409995,0.9020507638539669,1.1776359696705094,1.1992369747248885,1.1669204467435712,0.928803600196404,1.0
GUNGAHLIN,0.928343182817762,0.8683436634654057,0.9875995844452571,0.9704161096020092,0.9088325451859272,1.1683532199228959,0.8056721081855547,0.8229021465690539,1.1621995802422613,0.9948277960326153,1.202514077689838,1.004891906204352,1.3037480063795854,0.8281550762784599,0.8465243026770779,1.5317511482701776,1.1043903286353263,0.8515509667127006,0.8948533387706887,0.6982048293256429,1.2249019768740343,1.3572746108929057,0.4628814708275832,1.1222644145326612,0.28402183300629047,1.0977956411633798,0.11915237861227142,1.0
CALWELL,1.2659301872876998,1.2349436471849506,0.9779448213407539,0.6431036143381422,1.0854252745098776,1.2883445251858898,0.8416534346253438,1.2148048662540156,0.7730762989368206,0.9951671346782205,0.8360292364192542,0.6581893723344214,0.7500812862172487,1.1841142089498335,0.4882045912097607,1.2588254296495534,0.8240155099137727,0.6718296586499245,0.714567803645112,0.6821640736239836,1.1655950875256706,0.9116883869309068,0.6727175622647151,0.7169300112604676,0.9828005819016229,0.4144038122413212,0.4947634868584596,1.0
FRANKLIN,0.7603628495205264,0.8886685308234257,0.9478700536751564,0.9784015086230289,1.0193352087893535,0.8829631248783186,0.8597331190558286,1.0788886018853485,1.4444283427815379,0.9506573284857697,1.2744830114470656,1.095645690836929,1.4549664271822333,0.9920031114207942,0.8157612576593227,1.195630206643493,1.2571527839677208,1.098954551649795,0.7522205784795323,1.1968489938062283,1.327937096140868,0.33237335114618827,0.4817449790431273,1.7070759408902887,0.7882570412379389,1.3502667390313898,0.49603247271817075,1.0
BRUCE,0.7298764240664775,0.6798145084156763,1.0230796931431505,1.3996454616520224,1.1626660521750012,0.951519209325824,0.8209080954329333,0.8131056924432318,1.3872629821405196,1.1867046064509832,1.3016310194078575,1.1080510994741224,1.2297429866937877,1.1199266931397593,1.0717112783444862,0.9148729055363697,1.7124802480367747,0.7511749107330392,0.9108150482693854,0.8151675309134424,0.7878772679349793,0.26410735714945077,0.6124793954573674,1.1422825088832995,1.357107542653648,1.2104920536016492,0.6569210245954337,1.0
MONASH,1.2389723416201164,1.164534501171639,1.0504394101946692,0.8210723730728078,0.9632926052105193,1.0585190864496161,0.8081884310527868,0.971284978894252,0.9879749443744842,0.9422332582271884,0.6602870522004638,0.6364388019004195,0.539700236935282,1.246934511277598,0.6949939309563735,0.8134861497856717,1.2240465797196394,0.8305555189021574,0.9536606726948043,0.7738525149308795,1.244480582068379,0.9733899075031655,1.231278760397451,1.052494596955902,0.5246574274855704,1.2167373843789566,0.6603102984704329,1.0
CHISHOLM,1.4163226337137045,1.3797598589423437,0.9351101950023889,0.5500525504269395,1.0023887178838522,1.3012582980050065,0.7723773018879942,1.3628633381116202,0.7980067539456467,1.0777756214169756,0.5283497170039574,0.5063059265143813,0.3323980888482261,0.9397642302515291,0.34919258958543015,0.9596217738133614,0.691885889783202,0.6828612912208123,0.6516535843976756,0.4116857063716562,0.6821198565940796,1.778435634601974,0.4124289433271934,0.5768892451084916,0.21088700500944857,0.6669133629757402,0.9289452292906699,1.0
BONNER,0.905424397949648,0.9119892411955388,0.9254701847178922,0.7917910599963891,1.1278841863295685,1.0436896007684895,0.6460895188116382,1.2821955285196311,1.2335623780799592,1.257447672922036,1.1380582961146284,0.6170365699777823,1.0567684178207262,0.9811532256206393,0.49217178438774195,1.1807934281606842,1.0835367808271985,0.5728948352044425,0.9261957138066332,1.1052440333170899,0.6867273594633058,0.71617936086704,0.10380369244472422,0.29039297431850536,1.0615573985661373,1.007127226219275,0.2672057026048605,1.0
