suburb,HOLDEN,FORD,MAZDA,VOLKSWAGEN,HYUNDAI,MITSUBISHI,SUBARU,NISSAN,HONDA,KIA,BMW,MERCEDES,AUDI,SUZUKI,VOLVO,JEEP,LEXUS,PEUGEOT,SKODA,LAND ROVER,RENAULT,ISUZU,PORSCHE,MINI,CITROEN,FIAT,ALFA ROMEO,TOTAL
KAMBAH,1.2066786324852876,1.1814645363951848,1.0513410686605569,0.7774653746422587,1.0423245162985832,1.0684710163881752,1.0515058286734205,1.1558560085309029,0.810972555278513,1.168590863640008,0.7764257006538838,0.5425330042969768,0.7281411433459297,1.13125920515283,0.8684682645089876,0.7427013859166964,0.549762367200951,0.9420498452331749,1.0655333658807626,0.579627506882599,0.990620049843528,0.8581887849961517,0.6186859642197013,0.5851030703754171,0.7105111374689923,1.0754534465050631,0.5625796390331109,1.0
NGUNNAWAL,1.1869714204133484,1.0363358635737274,1.075000494820443,0.6743643750114495,1.2284969237673928,1.1185132567335931,0.8340977912095364,1.245917530373958,1.0271814396114032,1.214737536964727,0.7318492606486975,0.6397833528697928,0.7665986063671604,1.0877368063930013,0.4958840925914957,1.0206498845540657,0.6272253901075396,0.6173536414623783,0.9062266786643279,0.652726220361912,0.514869402481269,0.7891458704528165,0.5895242413220999,0.3219926294155305,0.23323219784643998,0.8983303403498044,0.8040937262150702,1.0
GORDON,1.3446425068682641,1.1666503774637624,1.1271183522302437,0.6039757398601504,1.0466491773027633,1.2986310642609804,0.8240695503462301,1.274356969332191,0.7949027193829257,1.2039488352490235,0.7151610650838812,0.6073197131304554,0.581555197427333,1.4494758506477166,0.43775537101923345,1.0261467009865957,0.9330879249949925,0.5157530044886669,0.7153408893396228,0.44816495791426153,1.042711289308951,0.3062524992822218,0.27335128738397774,0.7527305018987943,0.3717497346754243,0.2290963726343127,0.3728431162479991,1.0
WANNIASSA,1.1734160556996478,1.122831484657701,0.9922328316917153,0.7727984586353045,1.093486879149566,1.2484684943561928,1.1451016308865434,1.0522233348418306,0.904145876360513,1.0321716430589039,0.6966090337135189,0.6140297012954583,0.6755520932982484,0.9727824363027266,0.5901225639938656,0.8097436959047118,0.835580352342786,1.0703474369013468,0.8901468952267749,0.8415021094830454,1.2104141889992226,0.7077397445655506,0.3454642705321231,0.48430267777161873,1.1275710648159911,1.0809285669541249,0.8481655877255583,1.0
KALEEN,1.121799326727432,1.145678005744228,1.0152984655198896,0.8549453375575741,1.0333898750543578,0.8686529507681096,1.1032855029597652,1.0327267898657824,0.9254197014492798,0.9343337799959014,0.8055442089675294,0.7121220155613238,0.7224967371287,0.6234921212931152,0.6971124828981219,0.7705551219047738,0.8773973854445634,0.6916390801059169,0.9639039485903674,0.5097781729947335,0.5739954691206505,0.5573691982907043,0.43530384152218754,0.43589129609914057,0.8682673398103847,0.6485852417860706,0.5937416367821015,1.0
NICHOLLS,0.9608086069670804,0.8404564926611855,1.1804724394852608,1.1070769127881892,0.8790769601582029,0.8076172274930039,0.7467759969213189,0.8950972538939801,1.097732153873986,0.8634619066503929,1.886384924209665,1.849405914226918,1.4347128882745408,0.7383587762442199,1.1659126401697564,1.367288790869202,1.6644897643388934,0.847392808290304,0.4907928891981358,0.9279440366396887,0.8180738100271859,1.024329011574388,1.9809479164922734,1.3732762572755532,0.4144663190946501,0.5108422222094301,0.7274493409403896,1.0
DUNLOP,1.3162269194636604,1.2591001283129066,1.0042317122457227,0.6171002691790041,1.172330810513279,1.1604685418208733,0.6630918261148028,1.3629513278043062,0.8852958047563909,1.3225606775895586,0.5189649122807017,0.40188702180908115,0.43310395314787703,1.2246446525381962,0.5958762589928058,1.1972566633761106,0.5909978969505784,0.44339828693790156,0.6420184481823115,0.8216944444444444,0.5407037319116527,0.6635944779982743,0.31893261455525607,0.9580890688259109,0.346991202346041,1.0691927710843372,0.21750735294117648,1.0
HARRISON,0.8419005416663748,0.7893822401309721,1.0184120820765568,1.0866393864672372,0.8946358444087906,0.9579689104037992,0.9005518575981403,0.8815501932038166,1.255119823471451,1.2763902011204118,1.3522634676065448,0.8757003985779003,1.328200214100313,1.132646898529966,0.8121662955860713,1.223875965628531,1.208275792385542,0.7446358730657322,1.181327070511792,1.1835851487014277,0.8290882676897307,0.3130839503815405,0.08150590711864453,1.7955498350941341,0.443382573915207,0.7286431696630631,0.5558583003863442,1.0
MACGREGOR,1.2233248566355126,1.221893472087832,0.9375778323638231,0.6330856826663288,0.9897210185362599,1.1905294094084364,0.8114632686855389,1.1897898695001798,1.048787760736818,1.3989576717703804,0.5010900892531255,0.4665472101561936,0.5183769636719056,1.1367138532823178,0.6404219737828614,1.2881861271538733,0.44675263872291665,0.8772764992725857,0.7574467457395826,0.45980709894533955,1.0631944801203737,0.5760482378504167,0.08179856746736497,0.7371806120743095,0.6229644566356213,1.3711115299876087,0.6694250411115974,1.0
BELCONNEN,0.9301918919059334,0.980579291714456,0.9810217581638463,1.0155056586482731,1.3727934013777578,0.9721006693330447,0.8037170327203356,0.9256485199020221,1.327246340413352,1.0783388463479697,0.760197205508802,0.6659364794342466,0.8628182631192143,1.4625781030974034,0.5148089852557655,1.3089200057733983,0.9626994894999029,0.7436165812344743,0.5824073436018834,0.5181928678460161,1.202205024705738,1.1440344830443938,0.8509408072445466,1.1929248455676584,1.2035447253197795,1.1410808656182896,0.9285265867286083,1.0
