Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"SSC (UR) by INDP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"INDP - 1 Digit Level","Agriculture, Forestry and Fishing","Mining","Manufacturing","Electricity, Gas, Water and Waste Services","Construction","Wholesale Trade","Retail Trade","Accommodation and Food Services","Transport, Postal and Warehousing","Information Media and Telecommunications","Financial and Insurance Services","Rental, Hiring and Real Estate Services","Professional, Scientific and Technical Services","Administrative and Support Services","Public Administration and Safety","Education and Training","Health Care and Social Assistance","Arts and Recreation Services","Other Services","Inadequately described","Not stated","Not applicable","Total",
"Wooloweyah",4,0,11,6,31,4,11,15,8,4,7,3,12,5,8,27,36,4,8,6,4,204,404,
"Woolwich",3,0,9,0,13,19,18,24,11,6,28,15,50,7,11,39,67,4,9,13,4,444,816,
"Woomargama",14,0,4,0,8,3,6,5,3,0,0,0,0,3,3,9,8,0,3,0,0,79,157,
"Woombah",13,4,22,9,32,0,27,19,13,3,4,4,14,7,9,11,44,4,0,12,0,595,843,
"Woongarrah",10,21,172,29,246,67,286,170,127,26,91,43,120,74,218,145,303,31,115,51,19,2869,5226,
"Woonona",11,146,283,64,466,104,406,327,249,76,201,69,349,153,491,729,864,78,206,121,46,6742,12181,
"Wootton",9,0,3,0,5,0,7,14,4,0,0,0,5,4,3,3,5,0,0,5,0,128,200,
"Wooyung",13,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,71,113,
"Worlds End (NSW)",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"Woronora",0,3,59,16,156,39,89,70,72,22,36,26,103,41,78,123,126,18,47,35,11,1016,2199,
"Woronora Dam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,
"Woronora Heights",3,6,97,25,159,64,177,94,113,25,86,30,151,46,127,170,204,34,71,43,25,1100,2859,
"Worrigee",28,14,121,20,173,23,305,170,80,10,25,21,84,70,388,122,332,18,95,42,25,2885,5068,
"Worrowing Heights",0,0,0,4,5,0,6,4,5,0,0,0,3,0,7,4,0,0,4,0,0,470,501,
"Woy Woy",18,9,189,40,381,82,411,303,164,101,200,75,223,154,245,244,585,43,159,116,57,6820,10641,
"Woy Woy Bay",6,0,9,4,32,9,26,7,5,0,9,3,25,9,16,14,16,6,7,5,4,200,416,
"Wrathall",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,
"Wrights Beach",0,0,0,0,4,0,8,3,0,0,0,0,0,3,3,6,10,0,0,0,0,91,134,
"Wrights Creek (NSW)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,17,26,
"Wuuluman",26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,3,0,0,0,726,781,
"Wyalong",39,31,15,0,20,10,36,22,25,0,0,5,4,11,27,21,24,0,14,10,6,343,655,
"Wyan",0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,35,41,
"Wyanbene",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,
"Wyangala",18,0,8,0,0,5,4,12,0,0,0,0,3,0,0,8,0,0,0,0,0,122,177,
"Wyangle",7,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,43,
"Wybong",5,13,0,0,5,4,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,86,126,
"Wybung",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Wyee",20,16,58,19,141,20,114,63,54,12,25,4,34,25,53,54,134,23,31,37,12,1447,2408,
"Wyee Point",8,14,34,19,88,12,77,22,16,10,17,9,22,17,31,37,68,3,26,19,12,575,1129,
"Wylie Creek",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,
"Wylies Flat",10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,56,
"Wymah",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,17,39,
"Wyndham (NSW)",24,0,9,5,23,0,14,8,13,0,0,0,3,3,10,11,16,3,6,7,0,237,384,
"Wyneden",0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,6,0,0,4,0,28,47,
"Wyoming",24,12,250,44,351,110,422,308,154,80,147,49,233,154,277,306,735,63,178,114,50,6081,10137,
"Wyong",11,14,133,19,141,45,173,119,71,25,45,16,63,54,91,75,230,33,66,46,22,2845,4324,
"Wyong Creek",9,0,19,0,25,7,21,12,6,0,4,4,20,7,9,21,18,17,12,8,0,207,437,
"Wyongah",11,8,72,5,109,27,111,68,52,9,21,14,42,30,66,58,154,11,33,30,10,1076,2020,
"Wyrallah",10,4,12,0,15,6,13,7,8,4,4,7,11,9,9,27,34,0,7,4,0,236,442,
"Yabbra",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,
"Yadboro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,
"Yagon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Yagoona",9,4,550,50,673,214,728,355,535,103,266,83,338,253,273,426,736,86,315,331,152,11542,18016,
"Yalbraith",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,
"Yallah",0,5,3,3,10,5,11,3,0,0,0,0,11,0,6,3,11,0,0,0,3,62,136,
"Yallaroi",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,113,
"Yalwal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Yamba (NSW)",43,11,71,8,196,32,209,308,62,21,25,48,89,76,125,151,241,27,96,43,37,4168,6075,
"Yambulla",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Yanco",34,3,57,5,9,0,21,19,13,0,3,0,14,11,17,41,15,0,12,10,4,701,981,
"Yanderra",4,0,23,7,45,7,33,27,26,0,4,6,13,18,7,30,36,5,16,18,7,321,662,
"Yanga",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,31,
"Yankees Creek",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Yannergee",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,
"Yantabulla",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,33,
"Yaouk",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,20,
"Yarara",9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,21,
"Yarra",23,0,0,0,5,8,5,0,6,0,5,3,7,5,4,3,20,0,3,3,0,78,176,
"Yarrabandai",10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,37,
"Yarrabin",10,3,0,0,5,0,4,7,0,0,0,0,0,0,0,4,4,0,5,0,0,45,85,
"Yarragal",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,17,
"Yarragrin",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32,
"Yarragundry",8,3,0,0,7,4,4,0,6,0,0,0,0,0,0,0,3,0,3,0,0,26,70,
"Yarrahapinni",25,0,0,0,4,0,0,3,3,0,0,0,3,3,5,5,12,0,0,3,3,116,193,
"Yarramalong",12,3,14,0,19,0,15,9,7,8,4,5,15,6,13,11,30,6,10,4,3,158,341,
"Yarraman (NSW)",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,
"Yarramundi",8,0,35,0,59,14,46,15,19,6,3,10,15,12,37,50,39,15,31,19,9,389,838,
"Yarranbella",15,0,7,0,10,0,4,3,0,0,0,0,6,3,0,3,9,0,0,5,0,115,189,
"Yarrangobilly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,
"Yarras (Bathurst Regional - NSW)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,
"Yarras (Port Macquarie-Hastings - NSW)",7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,32,64,
"Yarratt Forest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Yarravel",12,0,31,3,38,9,64,34,23,0,5,3,18,10,32,39,78,0,11,8,7,685,1110,
"Yarrawa",11,10,6,3,3,0,0,0,0,0,0,0,3,6,0,0,0,0,4,0,0,51,95,
"Yarrawarrah",3,3,80,25,136,36,126,69,83,35,76,28,139,43,123,165,193,37,45,51,10,1219,2735,
"Yarrawonga (NSW)",13,18,5,0,17,4,24,6,3,0,0,0,4,0,4,4,17,7,6,7,3,276,419,
"Yarrawonga Park",5,7,11,0,15,5,13,12,18,0,5,0,6,3,11,12,23,0,13,8,0,219,384,
"Yarrie Lake",14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,39,67,
"Yarrow",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,
"Yarrowford",18,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,0,0,0,0,35,66,
"Yarrowitch",46,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,6,0,0,3,5,93,168,
"Yarrowyck",23,0,5,0,3,4,3,4,0,0,0,0,4,0,0,4,3,0,4,0,0,75,127,
"Yass",85,5,52,71,312,41,263,255,118,37,31,39,193,77,480,256,387,36,122,77,34,3543,6502,
"Yass River",20,0,3,0,25,5,14,3,4,3,5,0,11,3,50,21,12,3,14,8,0,150,350,
"Yathella",22,0,0,0,0,7,3,4,0,0,5,3,9,0,0,7,6,0,4,4,0,63,140,
"Yattalunga (NSW)",0,0,13,0,34,6,24,21,6,6,3,5,17,6,17,32,46,7,11,6,0,285,549,
"Yatte Yattah",10,0,4,0,17,0,0,8,4,0,0,0,9,0,8,4,8,6,4,3,6,96,184,
"Yaven Creek",18,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,28,61,
"Yelgun",3,0,0,0,0,0,9,8,0,0,0,0,0,0,0,3,3,0,4,3,0,65,106,
"Yellow Dam",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,
"Yellow Pinch",0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,47,
"Yellow Rock (Blue Mountains - NSW)",14,0,26,9,102,13,60,30,14,9,8,10,35,22,53,49,71,6,22,16,6,459,1035,
"Yellow Rock (Shellharbour - NSW)",0,3,10,4,22,0,5,0,9,0,0,0,9,3,4,10,12,0,5,0,4,93,202,
"Yenda (NSW)",125,4,158,16,40,14,85,26,20,3,14,3,7,32,27,42,67,0,23,18,13,799,1535,
"Yengo National Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Yennora",0,0,42,0,57,13,41,37,30,4,3,4,19,20,12,23,42,4,12,21,10,1217,1619,
"Yeoval",57,0,7,0,5,0,6,13,6,0,0,0,0,4,11,15,14,0,6,4,7,279,426,
"Yerong Creek",54,0,0,0,9,5,11,5,8,3,0,0,6,8,0,3,12,0,3,0,0,229,354,
"Yerranderie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
"Yerrinbool",21,8,49,4,57,17,75,46,39,7,15,3,15,15,38,41,59,0,26,26,8,592,1160,
"Yerriyong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,16,28,
"Yessabah",6,0,5,0,9,0,7,3,0,0,0,0,0,0,6,7,8,0,6,0,0,64,108,
"Yetholme",9,8,8,0,13,0,8,0,4,0,0,3,13,4,13,11,12,0,3,0,0,134,237,
"Yetman",41,0,0,0,0,4,0,0,6,0,0,0,6,0,5,3,0,0,4,0,0,127,208,
"Yippin Creek",7,0,3,0,5,0,9,3,7,0,0,6,0,0,4,10,12,0,6,0,3,114,199,
"Yoogali",78,0,95,11,51,25,92,29,21,0,12,16,32,16,30,39,44,4,33,9,3,612,1226,
"Yorklea",31,0,25,0,5,10,20,13,6,0,3,0,5,3,10,13,15,0,13,3,5,227,408,
"Young",414,50,257,45,370,127,573,269,170,34,84,35,135,109,175,291,486,27,190,142,58,6263,10294,
"Yowie Bay",0,0,99,26,153,54,146,98,112,28,72,46,162,45,83,162,152,18,51,49,18,1510,3074,
"Yowrie",12,0,0,0,5,0,3,3,5,0,0,6,8,0,3,0,7,0,3,4,0,73,113,
"Yullundry",3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,
"Yuraygir",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Zara",4,0,0,0,6,0,0,11,0,0,0,0,0,4,0,0,4,0,0,0,0,46,75,
"Zetland",3,14,127,21,284,167,457,456,226,197,511,198,757,218,324,335,401,102,153,175,51,4887,10072,
"No usual address (NSW)",143,38,174,29,383,64,226,390,169,62,92,51,223,155,212,182,268,111,104,161,85,8959,12288,
"Migratory - Offshore - Shipping (NSW)",3,0,10,0,7,7,16,8,6,0,9,3,11,6,0,6,23,0,5,7,13,286,419,
"Abbeyard",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Abbotsford (Vic.)",15,15,211,52,218,121,445,459,145,199,309,86,880,159,292,469,605,150,150,166,27,3015,8184,
"Aberfeldie",5,6,121,17,187,73,230,105,96,41,115,48,213,54,146,248,216,66,57,66,17,1771,3897,
"Aberfeldy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Acheron",22,0,9,0,0,0,5,9,4,0,0,0,3,0,3,10,0,3,0,0,0,96,169,
"Ada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Adams Estate",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,35,62,
"Addington",8,0,0,0,3,0,3,0,5,0,0,0,0,4,0,0,4,6,0,0,0,35,66,
"Adelaide Lead",3,0,4,0,3,3,5,5,0,0,0,0,0,0,0,0,7,0,0,0,0,46,82,
"Agnes",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,29,55,
"Aire Valley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Aireys Inlet",0,0,13,0,37,0,35,52,10,10,5,16,22,16,14,36,45,13,4,14,5,447,805,
"Airly",24,0,0,5,6,0,5,5,4,0,0,0,0,0,3,7,10,0,0,7,0,66,143,
"Airport West",7,9,240,39,347,101,341,197,369,58,144,68,232,120,231,346,400,56,137,128,46,3952,7562,
"Albacutya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Albanvale",23,0,277,16,169,71,246,126,207,13,49,27,79,102,56,128,213,25,83,93,60,3443,5494,
"Albert Park (Vic.)",20,18,128,28,140,88,239,159,73,115,260,122,550,86,153,248,308,121,71,108,21,3150,6214,
"Alberton (Vic.)",34,0,11,3,14,0,9,8,0,0,0,0,0,0,3,8,9,0,0,3,3,153,262,
"Alberton West",8,0,3,0,4,0,4,0,0,0,0,0,0,0,0,3,11,0,6,0,0,42,81,
"Albion (Vic.)",9,0,178,20,134,56,186,233,142,34,64,18,100,127,100,119,211,48,68,84,41,2764,4734,
"Alexandra (Vic.)",80,6,49,19,116,21,133,89,30,12,14,7,33,31,103,123,136,17,34,29,16,1607,2699,
"Alfredton",39,28,400,49,354,88,530,333,143,93,117,56,234,97,274,507,844,82,122,80,36,4718,9223,
"Allambee",6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,24,
"Allambee Reserve",9,0,0,0,4,0,0,7,4,0,0,0,0,0,0,0,0,0,5,0,0,64,93,
"Allambee South",11,0,0,3,5,0,4,0,3,0,0,0,0,0,0,0,5,0,0,0,0,45,76,
"Allans Flat",22,0,15,4,13,0,10,0,5,4,0,0,11,4,12,19,25,0,8,7,9,161,318,
"Allansford",117,4,81,10,54,22,88,49,39,0,8,0,17,15,19,52,105,6,40,31,13,750,1523,
"Allendale",7,0,9,0,16,0,4,0,3,0,0,0,0,0,6,5,13,0,4,10,0,85,169,
"Allestree",12,0,11,0,0,0,7,5,5,0,0,0,3,0,0,0,6,0,5,0,0,69,125,
"Alma (Vic.)",4,0,0,0,5,0,9,6,5,0,5,0,0,0,8,9,7,0,5,0,0,134,205,
"Almonds",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,
"Almurta",12,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,21,49,
"Alphington",18,12,122,37,136,61,203,169,59,87,151,65,398,74,191,367,430,109,66,59,15,2256,5081,
"Altona (Vic.)",23,13,397,61,435,211,401,296,360,108,252,91,400,157,378,480,507,111,172,173,64,5670,10765,
"Altona Meadows",23,15,882,98,724,314,906,514,871,146,352,131,526,378,519,674,885,167,362,310,129,10255,19159,
"Altona North",11,10,354,57,414,167,500,278,390,89,196,71,318,156,245,379,419,95,190,200,89,7514,12155,
"Alvie",25,0,12,0,0,0,6,0,0,0,0,0,4,5,5,0,9,0,0,0,0,71,130,
"Amherst",4,0,6,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,43,63,
"Amor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Amphitheatre",25,0,6,0,15,3,5,5,6,0,0,0,0,0,4,6,7,0,3,3,0,155,245,
"Anakie",40,3,41,0,24,8,18,11,28,0,5,3,25,3,20,17,41,11,10,23,6,356,688,
"Ancona",15,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,5,0,4,0,0,43,81,
"Anderson",4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,
"Anglers Rest",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,
"Anglesea",5,3,37,12,132,21,117,134,28,11,21,17,83,41,76,138,131,55,41,31,10,1394,2548,
"Annuello",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,
"Antwerp",10,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,3,0,0,0,0,40,65,
"Apollo Bay (Vic.)",30,6,33,5,83,6,81,198,23,6,5,17,16,43,29,47,62,10,13,13,7,862,1596,
"Appin (Vic.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,
"Appin South",10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,30,
"Apsley (Vic.)",59,0,9,0,0,4,4,10,9,0,3,0,0,0,5,9,17,0,0,3,3,130,277,
"Ararat",142,37,467,28,203,79,307,222,81,29,25,40,66,63,465,192,496,41,136,72,46,5055,8301,
"Arawata",9,0,5,0,3,0,5,0,0,0,0,0,0,0,8,3,6,4,0,0,0,33,82,
"Arbuckle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Arcadia (Vic.)",31,0,11,0,9,0,8,6,8,0,0,0,9,4,5,13,18,0,0,0,3,91,216,
"Arcadia South",5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,6,0,5,0,4,32,73,
"Archdale",6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,
"Archdale Junction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,
"Archerton",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,13,
"Archies Creek",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,
"Ardeer",5,5,116,9,99,41,103,66,116,20,44,19,65,45,58,96,148,24,57,60,39,1853,3102,
"Ardmona",97,0,16,0,7,6,19,5,15,0,7,0,6,7,10,16,19,0,12,15,3,237,491,
"Areegra",5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,26,35,
"Argyle (Vic.)",0,7,4,0,6,0,4,3,0,0,0,0,0,3,3,3,12,0,0,6,0,142,215,
"Armadale (Vic.)",20,19,183,43,177,124,474,324,99,138,393,177,833,194,189,417,643,110,119,172,39,4171,9052,
"Armstrong",4,0,5,0,0,0,4,0,3,0,0,0,0,0,6,0,8,0,0,0,0,45,90,
"Armstrong Creek (Vic.)",25,13,153,33,266,50,284,159,65,24,63,38,129,58,190,246,354,32,82,46,24,1923,4246,
"Arnold (Vic.)",11,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,5,0,0,0,0,21,47,
"Arnold West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,18,24,
"Arthurs Creek",17,0,10,4,31,6,16,13,9,0,9,0,15,8,16,13,21,0,16,7,5,265,494,
"Arthurs Seat",3,0,11,0,22,4,11,17,5,3,0,3,12,4,9,17,22,9,5,5,0,221,394,
"Ascot (Ballarat - Vic.)",25,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,98,
"Ascot (Greater Bendigo - Vic.)",24,22,74,9,87,24,125,59,38,11,42,15,28,17,70,94,144,24,35,19,3,1007,1969,
"Ascot Vale",17,28,394,88,440,201,596,469,356,200,463,121,936,284,510,794,958,307,211,183,62,7138,14745,
"Ashbourne (Vic.)",5,0,0,0,4,0,4,8,0,0,9,0,18,0,4,11,10,3,0,3,4,105,195,
"Ashburton",13,22,220,43,170,136,277,201,93,102,271,59,530,127,166,413,469,109,99,117,37,4087,7753,
"Ashwood",10,9,182,21,190,121,306,201,119,89,179,67,371,109,140,304,410,80,93,86,41,3765,6882,
"Aspendale",14,7,264,29,355,144,314,145,116,81,161,54,345,115,217,422,369,75,130,114,39,3427,6942,
"Aspendale Gardens",11,5,359,42,265,163,421,193,146,61,146,58,260,95,186,267,395,86,112,121,38,3116,6530,
"Athlone",27,0,3,0,5,0,4,0,0,0,0,0,4,5,0,9,4,0,0,0,0,54,124,
"Attwood",0,0,160,17,208,56,206,115,193,11,76,31,105,55,101,135,169,25,83,72,29,1582,3416,
"Aubrey",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,
"Auchmore",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,
"Avalon",6,0,6,0,9,0,12,0,8,0,4,3,4,5,8,7,5,9,11,0,3,187,291,
"Avenel",76,5,39,12,49,3,33,37,25,5,5,0,15,15,34,36,41,8,10,17,9,565,1049,
"Avoca (Vic.)",51,0,54,3,24,5,41,29,32,9,0,4,8,13,21,23,49,6,17,11,12,796,1196,
"Avon Plains",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,
"Avondale Heights",12,3,365,42,421,151,560,252,315,82,243,68,358,194,275,388,513,95,225,148,95,6830,11633,
"Avonmore",9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,19,43,
"Avonsleigh",12,0,47,3,79,15,45,19,21,9,10,11,32,4,12,49,45,4,6,10,0,403,849,
"Axe Creek",6,0,15,0,17,3,21,4,3,0,3,0,11,9,16,18,21,0,13,0,0,173,352,
"Axedale",17,30,25,0,50,8,37,21,10,6,5,3,16,12,30,26,50,3,11,14,3,420,797,
"Ayrford",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,44,
"Bacchus Marsh",73,19,176,26,314,74,241,156,224,24,59,34,136,80,207,247,297,40,101,89,33,3731,6393,
"Baddaginnie",23,0,16,6,17,5,13,11,5,0,3,0,6,4,9,11,18,6,6,0,3,184,343,
"Badger Creek",33,3,75,13,105,10,74,45,23,4,10,9,28,27,29,48,86,21,45,35,14,830,1559,
"Bael Bael",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,
"Bagshot",15,3,19,0,22,5,16,9,5,4,3,0,3,10,7,10,12,0,5,12,0,131,290,
"Bagshot North",6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,16,31,
"Bahgallah",4,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,5,0,0,0,0,22,37,
"Bailieston",11,0,6,0,0,6,0,0,3,0,0,3,3,0,4,0,13,0,5,8,0,49,109,
"Bairnsdale",84,19,285,33,227,92,390,234,112,20,29,35,104,87,135,251,488,22,132,80,39,4685,7580,
"Bakery Hill",0,0,5,0,8,4,11,10,0,0,0,0,9,4,0,10,13,3,0,4,4,85,162,
"Balaclava (Vic.)",7,12,122,33,150,84,268,264,84,144,165,54,458,142,153,336,368,103,103,80,31,2232,5394,
"Bald Hills (Vic.)",10,0,13,0,7,3,8,0,3,0,0,0,0,0,0,0,5,0,0,3,0,52,108,
"Balintore",6,0,3,0,4,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,43,67,
"Ballan",37,11,80,16,145,33,83,88,76,22,30,16,77,30,114,110,157,16,38,53,16,1727,2986,
"Ballangeich",24,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,29,65,
"Ballapur",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,
"Ballarat Central",25,13,123,28,134,41,279,233,61,55,48,26,149,66,157,342,565,52,71,52,22,2778,5328,
"Ballarat East",22,8,139,23,206,35,235,188,71,53,32,26,128,69,152,257,400,49,79,43,16,3386,5619,
"Ballarat North",11,16,115,24,180,32,190,111,52,47,27,32,98,45,92,215,278,24,48,34,14,2248,3928,
"Ballendella",16,0,0,5,4,0,3,7,0,0,0,0,0,5,0,0,3,0,0,3,0,64,123,
"Balliang",23,0,3,0,10,3,10,0,9,0,0,3,5,3,8,3,16,3,4,6,6,169,292,
"Balliang East",7,0,6,0,5,0,0,0,10,0,3,0,0,3,5,3,9,6,8,5,3,86,149,
"Ballyrogan",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,39,71,
"Balmattum",28,0,4,3,3,0,6,4,0,0,0,0,3,0,0,3,0,0,0,3,0,52,109,
"Balmoral (Vic.)",49,3,3,0,7,3,8,3,9,0,3,0,0,0,3,14,17,0,0,0,3,148,290,
"Balnarring",48,7,91,3,142,22,97,72,34,5,28,12,63,48,69,130,133,27,24,35,3,1186,2270,
"Balnarring Beach",7,0,6,0,18,0,17,7,5,0,0,0,16,8,3,23,25,4,4,9,0,264,418,
"Balook",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,
"Balwyn",21,18,266,30,290,210,645,397,139,145,341,173,855,149,235,590,893,107,142,204,76,7369,13311,
"Balwyn North",35,15,463,63,482,373,1093,594,290,251,552,256,1160,227,349,968,1302,192,255,292,109,11077,20404,
"Bamawm",79,0,23,0,24,10,15,7,4,0,0,4,3,4,6,12,30,4,14,4,8,263,501,
"Bamawm Extension",31,0,9,0,10,0,10,10,0,0,0,0,3,3,5,4,15,0,3,6,5,122,236,
"Bambra",8,0,3,0,12,6,5,3,0,0,0,0,5,3,7,9,9,0,0,3,0,42,99,
"Bamganie",18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,11,40,
"Bandiana",0,0,22,6,20,7,25,5,9,0,7,0,6,7,185,21,19,0,14,6,6,257,617,
