Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"SSC (UR) by INDP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"INDP - 1 Digit Level","Agriculture, Forestry and Fishing","Mining","Manufacturing","Electricity, Gas, Water and Waste Services","Construction","Wholesale Trade","Retail Trade","Accommodation and Food Services","Transport, Postal and Warehousing","Information Media and Telecommunications","Financial and Insurance Services","Rental, Hiring and Real Estate Services","Professional, Scientific and Technical Services","Administrative and Support Services","Public Administration and Safety","Education and Training","Health Care and Social Assistance","Arts and Recreation Services","Other Services","Inadequately described","Not stated","Not applicable","Total",
"Allworth",11,0,10,0,10,0,0,0,6,0,0,0,4,0,0,8,10,0,4,3,0,92,168,
"Allynbrook",9,5,3,0,0,0,5,0,3,0,0,0,5,0,5,0,0,0,0,0,0,31,67,
"Alma Park",19,0,0,0,4,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,29,55,
"Alpine",3,0,3,0,3,3,4,6,4,0,0,3,11,3,0,4,8,0,0,0,0,71,141,
"Alstonvale",30,3,10,3,12,4,24,13,5,0,4,0,13,5,11,32,40,0,6,9,10,218,441,
"Alstonville",89,13,120,17,168,54,245,161,53,19,51,41,116,58,127,254,431,30,85,57,26,3520,5738,
"Alumy Creek",7,0,3,0,7,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,48,90,
"Amaroo (NSW)",5,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,6,3,0,19,49,
"Ambarvale",5,11,293,37,260,91,344,228,260,37,113,37,113,91,163,174,341,26,115,140,41,4452,7378,
"Amosfield",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,35,
"Anabranch North",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,
"Anabranch South",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,36,
"Anambah",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,36,
"Ando",23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,31,69,
"Anembo",7,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,3,0,3,0,5,37,67,
"Angledale",13,0,12,0,12,4,3,0,0,0,0,0,0,0,5,4,11,8,0,0,7,81,152,
"Angledool",12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,55,
"Anglers Reach",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,71,90,
"Angourie",0,0,4,0,6,0,8,18,8,0,0,0,5,6,8,12,22,0,0,0,0,119,219,
"Anna Bay",17,30,87,21,196,18,179,163,78,8,29,33,61,61,98,103,194,17,69,45,14,2314,3844,
"Annandale (NSW)",8,9,171,33,235,135,347,303,142,346,404,113,881,163,273,616,634,202,139,156,53,4092,9452,
"Annangrove",24,0,47,12,133,33,79,36,34,8,24,16,65,24,24,65,58,8,51,34,0,618,1399,
"Appin (NSW)",8,34,123,26,204,33,147,55,78,11,44,25,50,34,103,143,120,12,64,41,7,1280,2633,
"Apple Tree Flat",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,25,37,
"Appleby",3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,19,39,
"Appletree Flat",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,13,
"Apsley (NSW)",13,0,0,0,4,0,4,3,0,0,0,0,0,3,4,0,3,0,4,4,0,62,108,
"Arable",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,
"Arakoon",6,5,11,0,27,0,12,21,8,0,5,0,14,8,7,9,24,0,3,7,0,247,419,
"Araluen (NSW)",17,0,0,0,4,0,5,3,3,0,0,0,4,0,6,5,3,0,0,0,5,105,168,
"Aratula (NSW)",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
"Arcadia (NSW)",38,0,37,7,80,32,70,39,19,19,32,18,79,17,23,68,59,9,44,30,11,654,1384,
"Arcadia Vale",0,23,32,13,73,16,59,46,23,3,22,15,37,16,37,59,76,3,30,16,5,762,1375,
"Ardglen",5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,4,0,45,60,
"Arding",21,0,4,0,5,0,3,5,0,0,4,3,10,3,9,13,12,0,0,5,0,116,206,
"Ardlethan",56,0,6,0,7,0,17,8,12,0,0,0,3,4,8,21,8,0,5,3,6,354,517,
"Argalong",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,
"Argenton",0,12,22,4,68,5,64,45,30,6,9,0,18,28,20,27,81,6,31,14,4,858,1347,
"Argents Hill",23,0,3,0,11,0,8,0,4,0,0,0,0,3,0,6,11,0,4,0,3,142,219,
"Argoon (NSW)",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,
"Ariah Park",85,0,0,0,3,8,8,6,7,0,0,0,3,7,6,30,8,3,7,4,0,304,492,
"Arkell",12,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,18,45,
"Arkstone",3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,
"Armatree",44,0,0,0,0,0,0,3,3,0,0,0,0,0,3,5,3,0,3,0,0,83,152,
"Armidale",426,40,208,67,560,147,1138,859,222,103,215,99,541,327,491,2140,1425,81,317,164,82,13716,23348,
"Arncliffe",8,5,211,30,380,153,477,442,442,129,302,87,467,250,277,336,472,94,174,170,109,5582,10590,
"Arndell Park",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,12,32,
"Arrawarra",6,0,5,0,4,3,4,10,0,0,0,0,3,5,9,5,22,3,0,0,0,438,521,
"Arrawarra Headland",15,0,0,3,24,6,17,14,11,5,6,0,11,3,27,39,37,4,16,3,0,317,553,
"Artarmon",9,11,148,31,167,173,333,356,132,250,580,119,939,195,223,434,567,71,126,149,41,4468,9525,
"Arthurville",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,11,37,
"Arumpo",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,33,
"Ashbury",0,4,59,5,161,42,128,83,80,54,116,44,155,74,103,197,196,33,65,47,5,1680,3326,
"Ashby (NSW)",4,5,4,0,12,3,6,8,7,0,0,0,4,4,6,13,16,3,0,9,0,211,329,
"Ashby Heights",7,0,9,0,9,6,6,4,0,0,0,0,4,3,3,3,12,0,0,3,0,156,229,
"Ashby Island",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,
"Ashcroft",3,0,87,3,111,35,95,55,82,10,31,10,19,34,26,42,95,10,36,63,42,2691,3581,
"Ashfield (NSW)",18,9,439,52,576,304,1083,1404,482,412,796,175,1346,582,653,1083,1643,263,339,368,199,11613,23839,
"Ashford (NSW)",52,0,8,0,4,0,14,9,4,4,0,0,0,7,26,17,41,0,9,4,8,444,647,
"Ashley",36,0,7,0,17,17,10,8,12,0,0,0,4,16,9,5,17,0,13,3,0,190,364,
"Ashmont",13,5,139,14,92,31,171,116,77,13,13,8,35,59,79,80,203,8,64,45,23,2530,3830,
"Ashtonfield",20,148,181,34,138,47,219,167,96,20,73,31,136,59,186,192,342,24,99,54,10,2370,4647,
"Asquith",3,0,74,14,105,52,133,83,45,63,114,25,198,75,85,175,282,25,64,47,13,1701,3378,
"Atholwood",20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,81,
"Attunga",46,5,23,0,16,11,19,9,16,4,4,0,10,13,14,18,39,0,8,14,9,293,573,
"Auburn (NSW)",48,9,997,56,1659,455,1575,1555,918,228,467,161,680,789,428,540,1552,106,426,851,591,23295,37370,
"Auburn Vale",13,0,10,0,0,3,9,5,0,0,0,0,0,5,7,0,8,0,0,3,3,62,124,
"Austinmer",3,29,49,10,83,17,65,62,42,27,38,27,114,29,99,247,208,32,30,28,5,1317,2560,
"Austral",84,6,107,11,189,37,129,55,92,13,18,30,52,34,38,71,78,6,63,62,30,1821,3022,
"Austral Eden",20,0,0,0,8,0,9,5,3,0,3,4,0,9,5,0,7,0,0,0,0,69,146,
"Avalon Beach",28,6,230,30,567,182,440,281,112,208,208,132,659,187,149,463,526,108,171,235,56,4931,9908,
"Avisford",3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,
"Avoca (NSW)",23,0,5,0,9,0,6,8,0,4,3,6,11,5,0,9,9,4,0,7,5,97,202,
"Avoca Beach",8,12,88,19,287,59,174,188,43,44,72,53,186,83,134,254,372,46,56,66,9,2328,4585,
"Avon (NSW)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Avondale (NSW)",4,12,44,9,61,17,102,43,33,3,28,13,26,35,41,45,131,11,45,21,4,913,1654,
"Avonside",10,0,0,0,11,0,0,10,0,0,0,0,4,0,6,0,0,3,5,0,0,69,122,
"Awaba",0,10,22,3,14,0,18,4,7,3,0,0,6,3,11,18,37,0,8,6,0,221,400,
"Aylmerton",0,5,6,0,7,9,9,9,10,6,3,0,7,8,0,9,4,0,10,4,0,80,187,
"Baan Baa",28,10,4,0,4,3,0,6,0,0,0,0,0,0,0,0,3,0,0,5,0,89,163,
"Babinda (NSW)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"Babyl Creek",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,
"Back Creek (Bland - NSW)",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,32,51,
"Back Creek (Gwydir - NSW)",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,
"Back Creek (Mid-Coast - NSW)",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,
"Back Creek (Queanbeyan-Palerang Regional - NSW)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,
"Back Creek (Tenterfield - NSW)",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,
"Back Creek (Tweed - NSW)",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,
"Back Forest",0,0,0,0,7,0,7,5,0,0,0,0,5,0,0,3,13,0,3,0,4,35,83,
"Backmede",11,0,6,0,7,4,0,0,0,0,0,0,0,0,4,7,13,0,0,0,4,84,153,
"Backwater",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,
"Badgerys Creek",20,0,4,0,10,9,0,4,6,0,4,4,4,0,4,4,0,0,7,5,0,140,229,
"Badja",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,
"Baerami",8,6,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,0,0,0,0,40,69,
"Baerami Creek",11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,53,
"Bagnoo",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,27,40,
"Bago",3,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,23,41,
"Bagotville",0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,7,7,0,0,0,0,20,47,
"Bakers Creek (Mid-Coast - NSW)",0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,26,35,
"Bakers Creek (Nambucca - NSW)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,
"Bakers Creek (Uralla - NSW)",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,
"Bakers Swamp",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,25,50,
"Balaclava (NSW)",4,5,21,0,26,4,26,24,11,9,3,6,10,10,7,18,28,5,3,17,0,263,497,
"Balala",18,0,0,0,0,0,0,0,3,0,0,0,0,3,3,8,7,0,0,0,5,87,139,
"Balcolyn",0,4,25,13,48,4,38,34,20,3,9,11,18,9,18,28,60,0,15,10,4,580,961,
"Bald Blair",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,18,48,
"Bald Hills (NSW)",7,0,10,0,17,0,14,9,3,0,0,0,5,7,5,12,11,0,4,0,0,154,263,
"Bald Nob",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,
"Bald Ridge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,
"Baldersleigh",16,0,0,0,0,3,0,0,0,0,0,0,3,0,6,4,4,0,0,0,0,21,54,
"Baldry",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,53,97,
"Balfours Peak",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,37,
"Balgowlah",10,4,146,17,260,158,363,269,100,165,404,150,647,167,176,314,430,80,114,148,29,3808,7963,
"Balgowlah Heights",8,5,42,13,60,58,103,81,32,60,196,57,318,52,36,142,150,28,42,59,6,1810,3345,
"Balgownie",7,65,132,23,189,46,255,169,92,23,98,52,184,66,190,302,359,28,102,59,27,3053,5529,
"Balickera",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,
"Balladoran",21,0,0,0,0,0,0,0,3,0,0,0,0,4,3,4,13,0,0,5,0,51,109,
"Ballalaba",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,
"Balldale",28,0,3,0,0,4,0,0,0,0,0,0,0,0,0,7,8,0,4,0,0,99,159,
"Ballengarra",4,0,0,0,5,3,4,0,0,0,0,0,0,0,0,5,7,0,0,0,5,53,92,
"Ballimore",32,0,5,0,0,0,10,7,5,0,0,0,4,0,3,10,6,0,4,6,0,105,197,
"Ballina",49,14,152,21,267,37,411,312,94,15,59,48,104,131,154,224,510,37,112,65,46,5797,8648,
"Ballyroe",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"Balmain",14,10,194,41,279,175,349,243,155,312,646,173,1046,199,276,488,538,153,140,180,27,4816,10447,
"Balmain East",0,4,26,4,57,25,74,49,22,50,92,35,182,33,58,103,92,32,20,35,4,937,1937,
"Balmoral (Lake Macquarie - NSW)",0,15,22,17,31,6,37,22,18,0,9,14,13,4,16,33,68,0,20,9,5,367,723,
"Balmoral (Wingecarribee - NSW)",3,4,30,4,27,3,29,11,9,0,3,0,3,8,10,27,19,8,14,19,3,195,424,
"Balranald",121,0,17,15,28,9,55,39,33,0,6,0,9,13,45,43,69,6,18,20,13,785,1345,
"Bamarang",0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,0,0,7,29,
"Banda Banda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Bandon Grove",14,4,3,0,3,0,5,9,4,0,0,0,7,4,0,3,7,0,0,0,0,57,119,
"Bangadang",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,
"Bangalee (NSW)",5,5,23,0,29,10,33,19,18,3,15,4,23,4,41,30,60,3,16,3,0,326,659,
"Bangalow",47,0,37,13,86,16,89,101,20,25,14,27,75,38,27,90,153,25,33,40,12,1037,2021,
"Bangheet",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,40,
"Bango",20,0,0,0,3,0,0,0,3,0,0,0,3,0,12,3,8,5,0,0,5,37,99,
"Bangor (NSW)",9,0,168,25,277,104,265,138,204,77,163,57,264,88,180,317,297,54,138,103,19,2609,5567,
"Banksia",3,4,80,15,115,56,146,148,148,26,104,24,117,82,114,79,179,26,57,57,24,1781,3383,
"Banksmeadow",0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,3,0,0,6,18,
"Bankstown",22,3,985,57,871,404,1302,862,962,193,474,162,672,434,456,622,1367,127,571,614,311,20625,32116,
"Bankstown Aerodrome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Bannaby",4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,22,34,
"Bannister (NSW)",20,0,0,0,0,0,6,4,0,0,0,0,5,0,4,3,8,0,0,0,0,53,123,
"Banoon",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,
"Banora Point",47,51,255,63,642,119,926,662,248,61,95,139,236,226,365,525,1012,98,244,198,59,9896,16169,
"Banyabba",0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,35,45,
"Bar Beach",3,20,18,12,44,11,43,61,12,12,20,6,80,9,34,69,139,14,19,10,12,610,1258,
"Bar Point",0,0,4,0,0,0,0,0,0,0,0,0,0,5,5,3,4,0,0,0,0,42,66,
"Bara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,30,
"Baradine",50,0,20,0,12,0,17,12,6,0,0,0,4,3,7,29,38,6,3,7,9,525,759,
"Barangaroo",0,0,0,0,0,7,3,0,5,5,11,10,15,0,0,0,6,0,0,8,0,112,190,
"Barcoongere",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Barden Ridge",9,5,161,25,254,95,264,126,149,43,128,45,199,69,150,271,272,41,116,78,27,1808,4330,
"Bardia",0,0,68,11,71,35,67,27,61,13,51,8,55,27,79,49,105,12,19,40,11,785,1605,
"Bardwell Park",0,0,49,10,91,22,117,78,75,38,94,20,100,33,66,118,117,9,45,30,19,1099,2235,
"Bardwell Valley",0,5,43,3,112,39,103,50,109,34,49,18,85,36,55,98,119,19,43,37,13,1256,2326,
"Barellan",75,9,22,4,3,7,6,7,19,0,4,5,5,3,10,25,6,0,3,10,4,318,540,
"Bargo",36,40,174,23,273,62,231,98,148,14,41,28,85,53,120,138,206,23,104,80,42,2367,4393,
"Barham",89,3,23,10,37,11,62,77,21,4,7,9,16,21,20,44,66,6,20,18,13,934,1516,
"Barigan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,
"Barkers Vale",7,0,0,0,4,0,3,0,0,0,0,3,0,0,0,12,8,0,0,4,3,110,164,
"Barmedman",58,8,0,0,9,6,11,8,4,0,0,4,0,5,3,4,6,0,3,5,0,324,457,
"Barneys Reef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Barnsley",5,26,74,19,115,19,112,48,58,7,23,11,30,37,37,39,116,5,52,25,10,904,1752,
"Barooga",79,0,102,5,66,18,64,111,33,7,11,5,30,14,22,56,76,13,29,22,15,1042,1816,
"Barraba",90,6,8,9,20,6,36,26,14,0,4,0,7,15,32,37,72,0,10,13,5,990,1410,
"Barrack Heights",11,34,154,32,267,34,304,177,127,19,70,37,70,99,138,156,355,25,102,68,30,3603,5904,
"Barrack Point",0,5,20,0,40,8,31,23,12,3,12,7,11,8,18,26,39,8,4,13,6,396,691,
"Barraganyatti",10,0,3,0,8,0,9,0,0,0,0,0,0,0,0,3,11,0,0,0,0,87,133,
"Barragga Bay",4,0,3,0,4,0,3,3,0,0,0,4,3,0,5,6,0,6,3,3,3,53,95,
"Barratta (NSW)",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"Barren Grounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Barrengarry",14,0,3,0,6,0,14,12,0,5,0,0,0,4,5,9,9,0,0,6,0,115,196,
"Barretts Creek",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,
"Barringella",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,16,25,
"Barrington (NSW)",22,11,5,0,16,0,6,7,0,0,3,0,5,0,7,19,12,0,7,3,4,222,358,
"Barrington Tops",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Barry (Blayney - NSW)",11,3,13,0,3,0,5,4,5,0,0,3,3,0,4,6,5,0,4,0,4,93,167,
"Barry (Upper Hunter Shire - NSW)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,
"Barwang",26,0,0,0,0,6,0,0,0,0,0,0,3,0,0,7,0,0,0,3,0,36,83,
"Barwon",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,19,31,
"Baryulgil",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,74,92,
"Basin View",0,3,29,6,87,3,81,43,19,3,3,8,12,23,54,39,102,8,14,9,11,982,1552,
"Bass Hill",10,0,261,22,378,114,359,187,266,59,145,40,171,99,151,254,363,41,143,153,90,5779,9067,
"Bassendean (NSW)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Batar Creek",7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,55,81,
"Bateau Bay",34,19,319,68,647,111,629,396,183,79,142,103,209,169,331,476,722,79,215,136,57,7011,12149,
"Batehaven",10,0,24,6,53,3,84,66,21,8,8,16,26,36,35,33,96,11,20,20,5,1189,1780,
"Batemans Bay",6,0,17,5,38,3,71,83,5,0,0,7,3,28,18,16,57,4,20,32,3,1112,1530,
"Bathampton",5,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,14,37,
"Bathurst",49,24,217,30,191,41,411,359,82,54,30,42,147,83,259,407,467,49,112,71,32,3764,6930,
"Batlow",137,0,55,3,25,15,32,33,16,3,4,0,3,46,11,36,55,5,19,23,18,760,1312,
"Baulkham Hills",46,34,1153,180,1572,871,1826,819,628,554,1376,298,1905,537,975,1790,2248,244,666,577,192,18567,37053,
"Baw Baw (NSW)",11,0,8,0,12,0,8,5,5,0,0,0,5,0,11,16,11,3,4,10,0,143,258,
"Bawley Point",5,0,7,0,38,5,30,35,4,0,0,5,11,11,12,29,24,5,9,6,5,443,700,
"Baxters Ridge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
