Australian Bureau of Statistics

"2016 Census - Cultural Diversity"
"SSC (UR) by LANP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"LANP - 1 Digit Level","Northern European Languages","Southern European Languages","Eastern European Languages","Southwest and Central Asian Languages","Southern Asian Languages","Southeast Asian Languages","Eastern Asian Languages","Australian Indigenous Languages","Other Languages","Supplementary codes","Not stated","Total",
"Normanville (SA)",1511,8,0,0,3,4,4,0,0,0,97,1631,
"North Adelaide",4974,359,88,104,224,131,395,0,12,7,653,6953,
"North Beach (SA)",460,9,0,0,0,0,0,0,0,0,30,506,
"North Booborowie",14,0,0,0,0,0,0,0,0,0,9,27,
"North Brighton",1978,33,27,26,12,4,32,3,5,3,156,2272,
"North Cape",3,0,0,0,0,0,0,0,0,0,0,7,
"North Haven (SA)",4975,167,98,19,5,60,22,0,6,5,215,5571,
"North Moonta",496,4,0,0,0,0,0,0,0,0,39,541,
"North Plympton",2161,238,61,42,133,68,191,0,16,14,308,3226,
"North Shields",330,0,0,0,0,3,0,0,0,0,27,362,
"North West Bend",10,0,0,0,0,0,0,0,0,0,0,10,
"North Yelta",11,0,0,0,0,0,0,0,0,0,5,16,
"Northern Heights",231,4,0,0,0,0,3,0,0,0,27,271,
"Northfield",2008,110,80,264,582,241,181,4,83,19,1059,4635,
"Northgate (SA)",3740,217,170,178,437,320,806,25,60,30,246,6225,
"Norton Summit",444,29,5,10,0,0,7,0,0,0,39,532,
"Norwood (SA)",4316,451,77,52,160,77,347,0,15,7,454,5952,
"Notts Well",5,0,0,0,0,0,0,0,0,0,0,5,
"Novar Gardens",2034,96,48,47,16,24,141,4,15,3,64,2505,
"Nullarbor",35,0,0,0,0,0,0,0,0,0,10,49,
"Nunjikompita",27,0,0,0,0,0,0,0,0,0,0,24,
"Nuriootpa",5970,24,8,6,9,12,15,0,0,0,265,6314,
"Nurom",34,0,0,0,0,0,0,0,0,0,0,34,
"Nurragi",31,0,0,0,0,0,0,0,0,0,7,34,
"O'Halloran Hill",2348,40,46,15,35,17,28,7,7,6,109,2651,
"O'Sullivan Beach",1704,10,12,0,0,9,12,0,0,5,112,1879,
"Oakbank",768,3,4,4,0,0,0,0,0,0,55,831,
"Oakden",2415,141,116,63,203,114,351,5,21,4,232,3656,
"Oakden Hills",3,0,0,0,0,0,0,0,0,0,3,9,
"Oaklands Park",2823,89,54,162,148,75,207,0,72,15,205,3842,
"Ob Flat",383,3,0,0,0,0,0,0,0,0,8,396,
"Olary",3,0,0,0,0,0,0,0,0,0,0,3,
"Old Calperum",13,0,0,0,0,0,0,0,0,0,0,13,
"Old Noarlunga",1328,5,10,0,9,0,11,0,0,5,77,1443,
"Old Reynella",3029,29,46,8,41,45,36,0,7,6,132,3387,
"Old Teal Flat",4,0,0,0,0,0,0,0,0,0,0,4,
"Olympic Dam",0,0,0,0,0,0,0,0,0,0,3,5,
"One Tree Hill",988,36,13,0,0,0,0,0,0,0,56,1094,
"Onkaparinga Hills",2371,17,16,21,9,8,7,0,5,5,74,2525,
"Oodla Wirra",4,0,0,0,0,0,0,0,0,0,0,4,
"Oodnadatta",124,0,3,0,0,0,0,29,0,0,43,197,
"Orroroo",559,0,0,0,0,3,0,0,0,0,46,608,
"Osborne (SA)",1693,32,36,15,5,19,6,0,0,0,124,1926,
"Ottoway",1309,112,133,20,65,605,76,0,36,3,147,2495,
"Outer Harbor",6,0,0,0,0,0,0,0,0,0,0,6,
"Overland Corner",51,0,0,0,0,0,0,0,0,0,5,50,
"Ovingham",495,38,23,18,19,21,13,0,6,0,44,681,
"Owen",462,0,0,0,5,0,0,0,0,0,39,511,
"Padthaway",286,0,0,0,0,0,0,0,0,3,31,317,
"Paechtown",190,6,0,0,0,0,3,0,0,0,16,211,
"Pages Flat",147,0,0,0,0,0,9,0,0,0,6,162,
"Paisley",70,0,0,0,0,0,0,0,0,0,8,84,
"Palkagee",10,0,0,0,0,0,0,0,0,0,0,10,
"Pallamana",71,0,0,0,0,0,0,0,0,0,7,81,
"Palmer (SA)",177,0,0,0,0,0,0,0,0,0,20,197,
"Panitya (SA)",10,0,0,0,0,0,0,0,0,0,0,10,
"Panorama",1782,158,55,47,27,19,89,0,3,5,124,2309,
"Para Hills",4773,176,197,431,269,155,132,0,67,28,334,6551,
"Para Hills West",2231,84,104,236,218,85,48,0,29,9,133,3192,
"Para Vista",2159,97,79,146,171,80,30,3,21,5,115,2905,
"Parachilna",18,0,0,0,0,0,0,0,0,0,0,20,
"Paracombe",399,5,4,0,0,0,0,0,0,0,12,428,
"Paradise (SA)",4410,894,140,154,371,71,385,10,84,14,241,6773,
"Parafield",19,0,0,0,4,0,75,0,0,0,0,105,
"Parafield Gardens",9776,510,488,805,1339,2658,317,17,291,44,696,16943,
"Paralowie",11564,591,366,721,372,1777,114,5,288,41,693,16533,
"Paramatta",4,0,0,0,0,0,0,0,0,0,0,9,
"Paratoo",0,0,0,0,0,0,0,0,0,0,0,0,
"Parawa",75,0,0,0,0,0,0,0,0,0,5,78,
"Parham",189,0,0,0,0,0,0,0,0,0,28,216,
"Parilla",175,0,4,3,0,3,8,0,0,0,16,209,
"Paringa",916,31,3,0,10,4,41,0,12,0,97,1108,
"Paris Creek",181,0,0,0,0,0,0,0,0,0,9,189,
"Park Holme",2000,90,60,84,110,101,217,0,24,8,162,2859,
"Parkside (SA)",3585,391,48,40,108,46,253,0,11,12,293,4788,
"Parnaroo",3,0,0,0,0,0,0,0,0,0,0,3,
"Parndana",137,0,0,0,0,3,0,0,6,0,6,153,
"Parrakie",95,0,0,0,0,0,0,0,0,0,11,105,
"Paruna",45,0,0,0,0,0,0,0,0,0,8,52,
"Pasadena",2138,246,47,59,105,90,130,0,19,9,152,2992,
"Paskeville",149,0,0,0,0,0,0,0,0,0,24,173,
"Pata",56,0,0,0,0,0,0,0,0,0,0,55,
"Payneham",1413,301,30,52,149,47,190,0,16,8,85,2288,
"Payneham South",1072,218,12,26,69,21,149,0,6,7,54,1637,
"Peake",115,0,0,0,0,0,0,0,0,0,6,118,
"Pearlah",49,0,0,0,0,0,0,0,0,0,14,57,
"Peebinga",30,0,0,0,0,0,0,0,0,0,0,34,
"Peep Hill",21,0,0,0,0,0,0,0,0,0,0,19,
"Pekina",60,0,0,0,0,0,0,0,0,0,10,70,
"Pelican Lagoon",55,0,0,0,0,0,0,0,0,0,5,61,
"Pelican Point (SA)",81,0,0,0,0,0,0,0,0,0,4,85,
"Pellaring Flat",0,0,0,0,0,0,0,0,0,0,0,0,
"Penfield",640,19,16,9,4,77,3,0,13,0,16,809,
"Penfield Gardens",233,34,4,0,8,41,3,0,0,0,10,334,
"Penneshaw",242,0,0,0,0,0,0,0,0,0,28,272,
"Pennington",2029,156,189,52,132,698,82,4,85,11,217,3650,
"Penola",1459,21,0,0,9,6,14,0,0,0,84,1597,
"Penong",240,0,0,0,0,0,0,13,0,0,34,289,
"Penrice",408,5,0,0,8,0,0,0,0,0,18,437,
"Penwortham",119,0,0,0,0,0,0,0,0,0,28,144,
"Perlubie",45,0,0,0,0,0,0,0,0,0,0,47,
"Perponda",55,0,0,0,0,0,0,0,0,0,0,55,
"Peterborough (SA)",1368,6,0,0,4,4,0,0,0,3,119,1499,
"Peterhead",1019,34,11,6,0,12,0,0,0,3,30,1118,
"Petersville",64,0,0,0,0,0,0,0,0,0,9,70,
"Petherick",33,0,0,0,0,0,0,0,0,0,0,33,
"Petina",34,0,0,0,0,0,0,0,0,0,0,34,
"Petwood",60,0,0,0,0,0,0,0,0,0,5,65,
"Pewsey Vale",76,0,0,0,0,0,0,0,0,0,8,82,
"Piccadilly (SA)",331,8,3,0,4,0,0,0,0,0,19,364,
"Piednippie",26,0,0,0,0,0,0,0,0,0,3,24,
"Pike River",48,4,3,0,3,7,0,0,0,0,0,56,
"Pimba",29,0,0,0,0,0,0,0,6,0,3,38,
"Pimbaacla",11,0,0,0,0,0,0,0,0,0,0,11,
"Pine Creek (SA)",0,0,0,0,0,0,0,0,0,0,0,0,
"Pine Hill (SA)",56,0,0,0,0,0,0,0,0,0,4,58,
"Pine Point",89,0,0,0,0,0,0,0,0,0,0,87,
"Pinery",100,0,0,0,0,0,0,0,0,0,4,105,
"Pinkawillinie",54,0,0,0,0,0,0,0,0,0,0,54,
"Pinkerton Plains",74,0,0,0,0,0,0,0,0,0,3,74,
"Pinks Beach",67,0,0,0,0,0,0,0,0,0,0,74,
"Pinnaroo",624,0,0,4,5,0,19,3,0,0,59,708,
"Pipalyatjara",26,0,0,0,0,0,0,148,0,0,13,188,
"Pirie East",42,0,0,0,0,0,0,0,0,0,3,42,
"Pleasant Park",42,0,0,0,0,0,0,0,0,0,0,42,
"Plympton",2854,377,87,86,643,126,282,0,36,14,252,4752,
"Plympton Park",2353,143,49,56,215,64,229,0,12,9,106,3244,
"Point Boston",24,0,0,0,0,0,0,0,0,0,0,24,
"Point Lowly",16,3,0,0,0,0,0,0,0,0,8,27,
"Point Pass",94,0,3,0,0,0,0,0,0,0,19,108,
"Point Pearce",81,0,0,0,0,0,0,3,0,0,4,93,
"Point Souttar",28,0,0,0,0,0,0,0,0,0,0,28,
"Point Sturt",59,0,0,0,0,0,0,0,0,3,4,70,
"Point Turton",312,4,0,0,0,0,0,0,0,0,16,335,
"Polda",4,0,0,0,0,0,0,0,0,0,0,4,
"Polish Hill River",33,0,0,0,0,0,0,0,0,0,0,39,
"Poltalloch",34,0,0,0,0,3,0,0,0,0,7,44,
"Pompoota",58,0,0,0,0,0,3,0,0,0,0,61,
"Ponde",50,0,0,0,0,0,0,0,0,0,16,66,
"Poochera",52,0,0,0,0,0,0,0,0,0,3,57,
"Pooginagoric",56,0,0,0,0,0,0,0,0,0,3,63,
"Pooginook",11,0,0,0,0,0,0,0,0,0,0,11,
"Poonindie",130,0,0,0,0,0,0,0,0,0,53,186,
"Pooraka",4281,270,208,526,389,837,220,8,109,15,361,7229,
"Porky Flat",7,0,0,0,0,0,0,0,0,0,0,6,
"Port Adelaide",954,30,30,23,6,34,22,0,17,5,98,1222,
"Port Arthur (SA)",6,0,0,0,0,0,0,0,0,0,0,6,
"Port Augusta",5612,43,8,11,67,38,34,66,26,13,650,6562,
"Port Augusta West",3527,28,7,5,82,10,16,36,4,11,313,4040,
"Port Bonython",19,0,0,0,0,0,0,0,0,0,0,19,
"Port Broughton",1121,3,0,0,0,0,0,0,7,0,97,1226,
"Port Davis",12,0,0,0,0,0,0,0,0,0,0,12,
"Port Elliot",1942,17,0,0,3,0,3,0,4,0,123,2100,
"Port Gawler",71,3,0,0,9,3,0,0,0,0,0,83,
"Port Germein",325,4,3,0,3,0,7,4,0,0,36,371,
"Port Gibbon",11,0,0,0,0,0,0,0,0,0,5,18,
"Port Hughes",493,9,8,0,0,0,0,0,0,3,52,566,
"Port Julia",46,0,0,0,0,0,0,0,0,0,0,46,
"Port Kenny",65,0,0,0,0,0,0,0,0,0,4,66,
"Port Lincoln",12589,110,92,5,44,118,43,17,13,12,1080,14124,
"Port Macdonnell",728,5,0,0,0,4,0,8,8,0,100,844,
"Port Mannum",216,0,0,0,0,7,0,0,0,0,11,237,
"Port Moorowie",61,0,0,0,0,0,0,0,0,0,0,67,
"Port Neill",187,0,0,0,0,0,0,0,0,0,8,197,
"Port Noarlunga",2509,26,23,5,10,27,20,0,5,0,293,2916,
"Port Noarlunga South",2500,30,8,5,7,6,10,0,0,0,162,2729,
"Port Paterson",66,0,0,0,0,0,0,0,0,0,7,70,
"Port Pirie",154,15,0,0,0,12,0,0,0,0,13,194,
"Port Pirie South",3539,70,5,6,27,14,9,0,14,4,254,3941,
"Port Pirie West",2291,36,20,0,16,30,9,5,0,0,216,2620,
"Port Rickaby",52,0,0,0,0,0,0,0,0,0,0,56,
"Port Victoria",322,0,0,0,0,0,0,0,0,0,27,349,
"Port Vincent",478,0,0,0,0,6,0,0,0,0,27,515,
"Port Wakefield",544,0,0,0,8,44,21,0,0,0,15,638,
"Port Willunga",1482,6,5,8,0,3,0,4,4,4,128,1642,
"Porter Lagoon",6,0,0,0,0,0,0,0,0,0,0,6,
"Price",167,0,0,0,0,0,0,0,0,0,19,189,
"Proof Range",7,0,0,0,0,0,0,0,0,0,0,7,
"Prospect (SA)",9132,1208,264,254,798,468,444,6,66,43,600,13282,
"Prospect Hill",143,0,0,0,0,0,0,0,0,0,12,158,
"Pukatja",62,0,0,0,0,0,4,401,0,0,29,496,
"Puntabie",3,0,0,0,0,0,0,0,0,0,0,3,
"Punthari",47,0,0,0,0,0,0,0,0,0,0,47,
"Punyelroo",25,0,0,0,0,0,0,0,0,0,3,35,
"Pureba",0,0,0,0,0,0,0,0,0,0,0,0,
"Purnong",41,0,0,0,0,0,0,0,0,0,0,41,
"Pyap",146,6,0,0,0,0,0,0,0,0,9,154,
"Pyap West",29,0,0,0,0,0,0,0,0,0,6,34,
"Pygery",69,0,0,0,0,0,0,0,0,0,8,75,
"Qualco",44,0,0,3,0,6,0,0,0,0,0,61,
"Queenstown (SA)",1366,105,134,23,29,39,39,0,14,3,121,1880,
"Quinyambie",14,0,0,0,0,0,0,0,0,0,3,17,
"Quorn",1124,0,6,0,5,0,0,25,0,0,65,1225,
"Racecourse Bay",30,0,0,0,0,0,0,0,0,0,0,32,
"Ramco",150,0,4,0,0,0,0,0,0,0,10,170,
"Ramco Heights",116,0,0,0,4,0,0,0,5,0,8,126,
"Ramsay (SA)",71,0,0,0,0,0,0,0,0,0,9,75,
"Rapid Bay",10,0,0,0,0,0,0,0,0,0,0,16,
"Red Creek",117,0,0,0,0,0,0,0,0,0,10,125,
"Redbanks",168,0,0,0,0,0,0,0,0,0,6,181,
"Redhill",142,0,0,0,0,0,0,0,0,0,8,147,
"Redwood Park",4907,112,81,28,32,24,59,0,9,0,160,5418,
"Reedy Creek (SA)",94,0,0,0,0,0,0,0,0,0,0,94,
"Reeves Plains",122,0,0,0,0,4,0,0,0,0,7,136,
"Regency Park",58,0,4,0,0,13,44,0,0,0,6,134,
"Reid (SA)",385,0,0,0,0,0,0,0,0,0,15,403,
"Rendelsham",198,4,0,0,0,3,0,0,0,0,0,204,
"Renmark",3613,235,24,133,176,47,56,5,4,0,336,4638,
"Renmark North",506,69,7,0,12,12,3,0,0,0,35,643,
"Renmark South",273,29,0,3,10,4,0,0,0,4,18,341,
"Renmark West",1062,55,10,22,28,15,6,0,0,5,99,1298,
"Renown Park",847,151,53,66,87,205,133,0,17,0,131,1697,
"Reynella",4276,71,73,35,27,37,36,0,15,14,173,4756,
"Reynella East",1845,11,16,18,36,8,18,3,0,5,47,2015,
"Rhynie",129,0,0,0,0,3,0,0,0,0,3,139,
"Richmond (SA)",1982,395,67,138,180,127,201,0,16,5,190,3302,
"Ridgehaven",3425,106,40,52,58,37,67,0,13,5,197,4005,
"Ridleyton",700,113,55,20,17,48,104,4,4,3,53,1124,
"Risdon Park",3509,61,4,6,18,28,11,0,0,6,205,3841,
"Risdon Park South",1982,33,22,0,17,15,0,0,14,0,108,2189,
"Riverglades",763,0,0,0,0,0,4,4,0,0,42,820,
"Riverglen",18,0,0,0,0,0,0,0,0,0,0,22,
"Riverton (SA)",974,0,3,7,0,0,5,0,0,0,48,1034,
"Robe",973,5,7,0,3,6,3,0,0,0,95,1094,
"Robertstown",236,0,0,0,0,0,0,0,0,0,12,244,
"Rochester (SA)",9,0,0,0,0,0,0,0,0,0,3,15,
"Rockleigh",226,5,0,0,0,0,0,0,0,0,24,253,
"Rocky Camp",136,0,0,0,0,0,0,0,0,0,0,142,
"Rocky Gully (SA)",94,0,0,0,3,11,6,0,0,0,8,111,
"Rocky Plain (SA)",12,0,0,0,0,0,0,0,0,0,4,18,
"Rocky Point (SA)",0,0,0,0,0,0,0,0,0,0,0,0,
"Rogues Point",24,0,0,0,0,0,0,0,0,0,3,30,
"Rose Park",1050,76,17,11,33,31,96,0,5,0,52,1375,
"Rosedale (SA)",164,0,0,0,0,0,0,0,0,0,14,180,
"Rosetown",136,0,4,0,0,0,0,0,0,0,10,149,
"Rosewater",2328,106,135,23,74,299,71,6,41,7,187,3274,
"Roseworthy",952,0,3,0,0,0,0,0,0,0,34,992,
"Rosslyn Park",964,107,18,26,63,10,208,0,0,0,60,1460,
"Rostrevor",4902,1001,181,173,333,109,794,0,13,13,228,7742,
"Rowland Flat",125,5,0,0,0,0,6,0,0,0,31,161,
"Roxby Downs",3292,37,25,13,57,79,8,0,40,6,330,3881,
"Royal Park",1989,188,371,16,56,73,44,3,21,8,199,2965,
"Royston Park",909,112,6,6,29,12,75,0,0,0,47,1204,
"Rudall",74,0,0,0,0,0,0,0,0,0,17,89,
"SA Remainder",15,0,0,0,0,0,0,9,0,0,36,62,
"Saddleworth",427,0,0,0,0,0,0,0,0,0,39,473,
"Saints",7,0,0,0,0,0,0,0,0,0,0,7,
"Salisbury (SA)",4811,435,186,363,829,773,87,8,191,33,493,8205,
"Salisbury Downs",3706,239,157,224,250,839,88,11,127,20,322,5981,
"Salisbury East",7024,326,172,310,258,303,76,5,60,19,422,8973,
"Salisbury Heights",4536,193,89,37,38,53,23,0,25,0,184,5186,
"Salisbury North",7150,230,247,296,459,649,59,9,157,17,621,9890,
"Salisbury Park",1756,43,33,39,87,46,17,0,26,8,115,2164,
"Salisbury Plain",872,78,19,41,58,48,7,0,11,4,67,1212,
"Salisbury South",78,3,5,0,0,0,0,0,0,0,6,96,
"Salt Creek",28,0,0,0,0,0,0,0,0,0,4,32,
"Salter Springs",59,0,0,0,0,0,0,0,0,0,0,59,
"Saltia",10,0,0,0,0,0,0,0,0,0,0,10,
"Sampson Flat",116,0,0,0,0,0,0,0,0,0,0,123,
"Sandalwood",52,0,0,0,0,0,0,0,0,0,11,54,
"Sandergrove",74,0,0,0,0,0,0,0,0,0,7,83,
"Sanderston",78,0,0,0,0,0,0,0,0,0,14,89,
"Sandilands (SA)",100,0,0,0,0,0,0,0,0,0,4,101,
"Sandleton",28,0,0,0,0,0,0,0,0,0,0,28,
"Sandy Creek (SA)",280,0,0,0,0,0,0,0,0,0,18,296,
"Sandy Grove",94,0,0,0,0,0,0,0,0,0,8,108,
"Sapphiretown",29,0,0,0,0,0,0,0,0,0,0,34,
"Sceale Bay",41,0,0,0,0,0,0,0,0,0,0,40,
"Schell Well",9,0,0,0,0,0,0,0,0,0,3,8,
"Scott Creek",187,5,3,0,0,0,0,0,0,0,5,199,
"Seacliff",1754,41,14,12,8,7,10,0,0,3,95,1959,
"Seacliff Park",2073,67,34,49,15,22,56,0,7,3,109,2442,
"Seacombe Gardens",2075,55,32,253,115,74,154,0,61,14,180,3007,
"Seacombe Heights",1170,90,18,23,30,11,78,0,0,4,60,1484,
"Seaford (SA)",4018,59,26,8,11,15,23,0,17,6,252,4444,
"Seaford Heights",50,0,0,0,0,0,0,0,0,0,5,56,
"Seaford Meadows",3424,42,37,21,42,48,25,3,16,9,182,3849,
"Seaford Rise",5563,77,73,4,12,29,47,13,15,11,251,6097,
"Seal Bay",4,0,0,0,0,0,0,0,0,0,0,4,
"Seaton (SA)",6742,1482,612,231,296,153,158,8,155,32,491,10363,
"Seaview Downs",2306,72,48,42,30,21,63,0,7,5,76,2670,
"Sebastopol (SA)",48,0,0,0,0,0,0,0,0,0,4,52,
"Second Valley",153,6,0,0,0,0,0,0,0,0,5,160,
"Sedan",182,0,3,0,0,0,0,0,0,0,26,210,
"Seddon (SA)",86,0,0,0,0,3,0,0,0,0,10,100,
"Sefton Park",809,96,26,47,105,44,46,0,0,3,29,1214,
"Sellicks Beach",2326,62,15,3,0,8,6,0,0,0,190,2614,
"Sellicks Hill",274,11,0,0,0,0,5,0,0,0,19,304,
"Semaphore",2404,92,36,0,17,21,3,4,9,7,169,2767,
"Semaphore Park",3674,124,108,45,15,26,25,0,24,16,226,4300,
"Semaphore South",892,37,13,0,4,6,0,0,8,3,45,1014,
"Senior",100,5,0,0,0,0,0,0,0,0,11,121,
"Seppeltsfield",129,0,0,0,0,0,0,0,0,0,12,144,
"Sevenhill",115,0,0,0,0,0,0,0,0,0,11,121,
"Shaugh",21,3,0,0,0,0,0,0,0,0,0,21,
"Shea-Oak Log",132,0,0,0,0,0,0,0,0,0,3,135,
"Sheaoak Flat",29,0,0,0,0,0,0,0,0,0,0,29,
"Sheidow Park",5759,106,157,110,171,84,76,9,21,11,170,6670,
"Sheringa",31,0,0,0,0,0,0,0,0,0,5,34,
"Sherlock (SA)",65,0,0,0,0,0,0,0,0,0,0,65,
"Sherwood (SA)",88,0,0,0,0,0,0,0,0,0,16,98,
"Short",8,0,0,0,0,0,0,0,0,0,0,8,
"Silverton (SA)",22,0,0,0,0,0,0,0,0,0,3,27,
"Skye (SA)",211,28,4,0,0,4,15,0,6,0,22,286,
"Sleaford",42,0,0,0,0,0,0,0,0,0,3,51,
"Smithfield (SA)",1833,37,13,140,32,43,6,4,117,9,201,2430,
"Smithfield Plains",2253,29,15,85,12,41,10,5,149,3,261,2873,
"Smoky Bay",239,0,0,0,0,0,0,0,0,0,33,275,
"Snowtown",439,0,5,0,5,0,0,0,0,0,15,465,
"Solomon",56,0,0,0,0,0,0,0,0,0,0,59,
"Solomontown",946,27,9,0,0,17,0,0,0,0,102,1107,
"Somerton Park",4821,152,74,23,30,26,97,0,29,7,273,5538,
"South Brighton",2215,45,25,44,9,14,34,0,9,4,121,2506,
"South Hummocks",28,0,6,0,0,0,0,0,0,0,0,34,
"South Kilkerran",42,0,0,0,0,0,0,0,0,0,8,55,
"South Plympton",2929,201,65,78,231,105,371,0,31,12,147,4173,
"Southend",240,13,0,0,0,4,0,0,0,0,9,263,
"Spalding (SA)",273,0,0,0,0,0,0,0,0,0,7,281,
"Spectacle Lake",3,0,0,0,0,0,0,0,0,0,0,3,
"Spence (SA)",45,0,0,0,0,0,0,0,0,0,0,45,
"Spring Farm (SA)",100,0,0,0,0,0,0,0,0,0,4,104,
"Spring Gully (SA)",61,0,0,0,0,0,0,0,0,0,0,61,
"Springfield (SA)",412,38,0,3,6,0,37,0,0,6,21,522,
"Springton",604,0,0,0,0,5,0,0,0,0,66,672,
"Square Mile",30,3,0,0,0,0,0,0,0,0,0,33,
"St Agnes (SA)",3468,229,60,51,92,23,63,0,16,11,125,4136,
"St Clair (SA)",1021,81,79,37,145,127,121,0,30,13,63,1714,
"St Georges",1121,81,11,26,67,43,228,0,3,0,43,1629,
"St Ives (SA)",27,0,0,0,0,0,0,0,0,0,4,28,
"St Johns",15,0,0,0,0,0,0,0,0,0,0,16,
"St Kilda (SA)",64,0,0,0,0,0,0,0,0,0,0,69,
"St Kitts",42,0,0,0,0,0,0,0,0,0,3,42,
"St Marys (SA)",1704,152,41,96,241,224,118,0,43,6,124,2759,
"St Morris",1098,157,24,13,38,34,84,0,4,7,46,1496,
"St Peters (SA)",2406,269,37,27,107,64,165,0,0,16,117,3216,
"Stanley (SA)",27,0,0,0,0,0,0,0,0,0,0,35,
"Stanley Flat",386,0,0,0,0,0,0,0,0,0,28,419,
"Stansbury",604,3,0,0,0,3,0,0,0,0,40,647,
"Steelton",29,0,0,0,0,0,0,0,0,0,0,27,
"Steinfeld",15,0,0,0,0,0,0,0,0,0,0,15,
"Stephenston",0,0,0,0,0,0,0,0,0,0,0,0,
"Stepney",684,59,9,22,8,17,30,0,0,0,41,866,
"Stewart Range",61,0,0,0,0,0,0,0,0,0,5,61,
"Stirling (SA)",2720,53,26,0,6,13,18,0,5,0,129,2964,
"Stirling North",1997,3,0,0,0,7,0,20,0,0,650,2673,
"Stockport",238,0,0,0,0,0,0,0,0,0,26,263,
"Stockwell",453,0,6,0,0,0,0,0,0,0,12,477,
"Stockyard Creek (SA)",16,0,0,0,0,0,0,0,0,0,0,16,
"Stockyard Plain",14,0,0,0,0,0,0,0,0,0,0,14,
"Stokes Bay",45,0,0,0,0,0,0,0,0,0,4,50,
"Stone Hut",24,0,0,0,0,0,0,0,0,0,0,24,
"Stone Well",97,0,0,0,0,0,0,0,0,0,5,103,
"Stonyfell",943,34,15,9,27,19,118,0,0,0,40,1208,
"Stow",9,0,0,0,0,0,0,0,0,0,0,9,
"Strathalbyn (SA)",6060,20,16,4,6,35,14,0,0,9,338,6507,
"Streaky Bay",1234,3,4,0,5,5,0,8,0,0,117,1379,
"Struan",43,0,0,0,0,0,0,0,0,0,4,45,
"Stuart (SA)",12,0,0,0,0,0,0,0,0,0,0,12,
"Stuarts Creek",0,0,0,0,0,0,0,0,0,0,0,0,
"Stun'Sail Boom",0,0,0,0,0,0,0,0,0,0,0,0,
"Sturt (SA)",1737,70,36,115,140,57,173,0,35,14,151,2526,
"Sultana Point",20,0,0,0,0,0,0,0,0,0,5,24,
"Summertown",607,6,9,6,0,0,3,0,0,0,42,676,
"Sunlands",323,4,0,0,7,0,5,0,0,0,34,378,
"Sunnybrae",37,0,0,0,0,0,0,0,0,0,0,37,
"Sunnydale",39,0,0,0,0,0,0,0,0,0,3,41,
"Sunnyside (SA)",86,3,0,0,0,0,0,0,0,0,11,99,
"Sunnyvale",39,0,0,0,0,0,0,0,0,0,0,39,
"Surrey Downs",3065,42,19,35,30,6,20,0,10,9,95,3324,
"Sutherlands",40,0,0,0,0,0,0,0,0,0,4,41,
"Suttontown",557,8,0,0,0,0,0,0,0,0,17,584,
"Swan Reach (SA)",237,0,3,0,3,3,11,0,0,0,18,283,
"Swanport",128,0,0,0,4,0,0,0,0,0,21,158,
"Swede Flat",18,0,0,0,0,0,0,0,0,0,0,18,
"Tailem Bend",1564,0,0,0,0,0,0,3,0,3,91,1667,
"Taldra",22,0,0,0,0,6,0,0,0,0,8,29,
"Talia",5,0,0,0,0,0,0,0,0,0,0,5,
"Tantanoola",463,0,0,0,0,4,0,0,0,0,33,498,
"Tanunda",4228,18,16,0,12,23,22,0,3,3,259,4587,
"Taperoo",2644,50,58,14,6,65,16,24,21,11,185,3092,
"Taplan",45,0,0,0,0,0,0,0,0,0,0,45,
"Taratap",32,0,0,0,0,0,0,0,0,0,10,44,
"Tarcoola",0,0,0,0,0,0,0,0,0,0,0,0,
"Tarcowie",54,0,0,0,0,0,0,0,0,0,0,59,
"Tarlee",274,3,0,0,0,0,0,0,0,0,25,299,
"Tarnma",26,0,0,0,0,0,0,0,0,0,0,26,
"Tarpeena",383,0,4,0,0,0,0,0,0,0,22,413,
"Tatachilla",196,0,0,0,0,0,0,0,0,0,12,209,
"Taunton (SA)",4,0,0,0,0,0,0,0,0,0,0,4,
"Taylorville",266,0,0,0,7,0,0,0,0,0,27,305,
"Tea Tree Gully",2959,44,26,12,33,14,29,0,7,4,107,3244,
"Teal Flat",0,0,0,0,0,0,0,0,0,0,0,3,
"Telowie",93,0,0,0,0,0,0,0,0,0,5,95,
"Templers",122,0,0,0,0,0,0,0,0,0,5,126,
"Tennyson (SA)",906,89,24,8,10,16,19,0,0,0,99,1167,
"Tepko",18,0,0,0,0,0,0,0,0,0,0,18,
"Teringie",639,68,13,22,10,15,27,0,0,0,34,821,
"Terowie",115,0,0,0,0,0,0,0,0,0,20,135,
"The Gap (SA)",20,0,0,0,0,0,0,0,0,0,0,20,
"The Pines (SA)",97,0,0,0,0,0,0,0,0,0,10,111,
"The Range (SA)",144,0,0,0,0,0,0,0,0,0,8,151,
"Thebarton",895,230,27,30,9,53,98,3,0,6,73,1430,
"Thevenard",452,34,3,0,6,9,0,0,3,0,51,559,
"Thomas Plain",36,0,0,0,0,0,0,0,0,0,0,36,
"Thompson Beach",190,0,0,0,0,0,0,0,0,0,14,201,
"Thorngate",111,36,3,0,13,14,10,0,0,0,5,187,
"Thornlea",42,0,0,0,0,0,0,0,0,0,0,42,
"Thrington",21,0,0,0,0,0,0,0,0,0,6,25,
"Tiatukia",247,0,4,0,0,0,0,0,0,0,19,269,
