Australian Bureau of Statistics

"2016 Census - Cultural Diversity"
"SSC (UR) by RELP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"RELP - 1 Digit Level","Buddhism","Christianity","Hinduism","Islam","Judaism","Other Religions","Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation","Inadequately described","Not stated","Total",
"Moreton Bay",0,0,0,0,0,0,0,0,0,0,
"Moreton Island",13,56,10,0,0,0,86,0,75,246,
"Morgan Park",0,71,0,0,0,0,11,0,4,84,
"Morganville",0,61,0,0,0,0,38,7,11,113,
"Morinish",0,69,0,0,0,0,11,0,9,95,
"Morinish South",0,0,0,0,0,0,3,0,0,3,
"Morningside",189,4931,192,68,8,150,3935,58,955,10481,
"Mornington (Qld)",15,927,14,14,0,9,506,3,266,1759,
"Morton Vale",0,85,0,0,0,4,24,0,25,141,
"Morven (Qld)",0,156,0,0,0,0,40,0,4,202,
"Morwincha",0,15,0,0,0,0,7,0,15,30,
"Mosman Park (Qld)",0,255,0,0,0,0,65,0,56,380,
"Mosquito Creek",0,17,0,0,0,0,0,0,0,19,
"Mossman",18,1074,5,0,0,11,512,5,310,1940,
"Mossman Gorge",0,123,0,0,0,14,53,0,62,248,
"Mothar Mountain",3,279,0,0,0,0,199,8,44,534,
"Motley",0,4,0,0,0,0,0,0,0,8,
"Mount Abundance",0,155,0,0,0,0,16,0,16,187,
"Mount Alford",0,167,0,0,0,0,82,0,18,268,
"Mount Alma",0,35,0,0,0,0,5,0,5,49,
"Mount Archer (Rockhampton - Qld)",0,46,0,0,0,0,22,0,14,80,
"Mount Archer (Somerset - Qld)",3,181,0,0,0,0,71,0,50,304,
"Mount Barney",0,15,0,0,0,0,5,0,3,26,
"Mount Beppo",0,136,0,0,0,0,63,4,9,216,
"Mount Berryman",0,79,0,0,0,0,18,0,12,108,
"Mount Bindango",0,27,0,0,0,0,9,0,0,32,
"Mount Binga",0,44,0,0,0,0,20,0,4,65,
"Mount Britton",0,9,0,0,0,0,0,0,5,11,
"Mount Byron",0,12,0,0,0,0,5,0,0,18,
"Mount Carbine",0,44,0,0,0,0,34,0,17,103,
"Mount Chalmers",3,129,0,0,0,0,80,0,25,240,
"Mount Charlton",0,90,0,0,0,0,31,0,22,148,
"Mount Colliery",3,64,0,0,0,0,29,0,14,107,
"Mount Coolon",0,50,0,0,0,0,6,0,12,63,
"Mount Coolum",71,2125,7,6,5,19,1684,23,320,4264,
"Mount Coot-tha",0,0,0,0,0,0,0,0,0,0,
"Mount Cotton",34,3873,30,9,5,29,2448,31,374,6834,
"Mount Crosby",16,991,3,4,4,12,667,6,134,1834,
"Mount Darry",0,35,0,0,0,0,0,0,0,36,
"Mount Debateable",0,40,0,0,0,0,9,0,4,47,
"Mount Delaney",0,43,0,0,0,0,14,0,26,86,
"Mount Edwards",0,47,0,0,0,0,13,0,12,66,
"Mount Elliot (Qld)",0,0,0,0,0,0,0,0,8,8,
"Mount Emlyn",0,16,0,0,0,0,0,0,0,16,
"Mount Enniskillen",0,20,0,0,0,0,0,0,0,20,
"Mount Forbes",0,145,0,0,0,0,61,0,56,264,
"Mount Fox",0,50,0,0,0,0,19,0,16,84,
"Mount French",0,69,0,0,0,0,13,0,16,92,
"Mount Gardiner",0,14,0,0,0,0,5,0,22,31,
"Mount Garnet",4,278,0,0,0,0,91,0,57,427,
"Mount Gipps",0,5,0,0,0,0,0,0,3,11,
"Mount Glorious",9,82,0,0,3,6,141,9,42,294,
"Mount Gravatt",50,1804,59,86,0,53,1045,11,256,3365,
"Mount Gravatt East",253,6211,274,480,16,149,3448,65,955,11840,
"Mount Hallen",6,255,5,0,0,0,130,0,63,455,
"Mount Howe",0,0,0,0,0,0,0,0,0,0,
"Mount Hutton (Qld)",0,29,0,0,0,0,4,0,0,28,
"Mount Irving",0,21,0,0,0,0,0,0,0,21,
"Mount Isa",0,79,0,0,0,0,28,0,5,113,
"Mount Isa City",0,41,4,0,0,0,25,0,25,98,
"Mount Jukes",0,244,0,0,0,0,103,0,46,398,
"Mount Julian",10,296,0,0,0,3,143,8,34,489,
"Mount Kelly",0,234,0,0,0,0,30,0,7,278,
"Mount Kilcoy",0,177,0,0,0,4,47,0,33,265,
"Mount Kynoch",0,143,0,0,0,0,67,0,24,242,
"Mount Larcom",0,232,0,0,0,0,103,0,23,362,
"Mount Lawless",0,12,0,0,0,0,6,0,0,12,
"Mount Lindesay (Qld)",0,6,0,0,0,0,0,0,0,6,
"Mount Lofty",31,2504,15,8,3,13,895,18,283,3770,
"Mount Louisa",70,5585,58,32,0,22,2352,46,664,8828,
"Mount Low",12,2768,0,0,3,13,1464,29,359,4656,
"Mount Luke",3,19,0,0,0,0,13,0,4,39,
"Mount Macarthur",0,13,0,0,0,0,4,0,0,18,
"Mount Mackay",0,0,0,0,0,0,0,0,0,0,
"Mount Maria",0,118,0,0,0,0,49,0,25,196,
"Mount Marlow",0,79,0,0,0,0,40,0,12,135,
"Mount Marrow",0,134,0,0,0,0,34,0,21,193,
"Mount Marshall",0,201,0,0,0,0,38,0,5,242,
"Mount Martin",0,116,0,0,0,0,40,0,19,184,
"Mount Mceuen",0,33,0,0,0,0,3,0,3,35,
"Mount Mee",7,280,0,0,0,3,129,0,70,488,
"Mount Mellum",4,205,0,0,0,0,201,0,31,442,
"Mount Moffatt",0,0,0,0,0,0,0,0,0,0,
"Mount Molar",0,91,0,0,0,0,23,0,3,120,
"Mount Molloy",0,86,0,0,0,0,102,3,60,253,
"Mount Morgan",9,1214,3,0,0,12,507,5,211,1963,
"Mount Moriah",0,4,0,0,0,0,0,0,0,12,
"Mount Mort",0,40,0,0,0,0,25,0,28,91,
"Mount Mulgrave",0,0,0,0,0,0,0,0,0,0,
"Mount Mulligan",0,0,0,0,0,0,0,0,0,0,
"Mount Murchison",0,135,0,0,0,0,12,0,11,156,
"Mount Nathan",15,708,0,0,3,4,395,5,87,1216,
"Mount Nebo",5,102,0,0,4,0,235,3,74,420,
"Mount Ommaney",104,1258,90,23,17,25,651,5,174,2362,
"Mount Ossa",0,138,0,0,0,0,47,0,38,226,
"Mount Pelion",0,81,0,0,0,0,36,0,6,123,
"Mount Perry",0,317,0,0,0,0,106,4,107,538,
"Mount Peter",0,49,0,7,0,0,24,0,3,89,
"Mount Pleasant (Mackay - Qld)",45,3062,27,22,0,19,937,5,336,4448,
"Mount Pleasant (Moreton Bay - Qld)",4,171,0,0,0,0,117,0,37,335,
"Mount Pluto",0,4,0,0,0,0,3,0,0,7,
"Mount Rascal",0,298,0,0,0,5,85,0,74,463,
"Mount Rooper",0,0,0,0,0,0,0,0,0,0,
"Mount Samson",4,372,0,0,0,0,193,0,22,596,
"Mount Sheridan (Qld)",128,4965,55,48,0,115,2332,28,601,8275,
"Mount St John",0,34,0,0,0,4,16,0,0,65,
"Mount Stanley",0,10,0,0,0,0,0,0,0,10,
"Mount Steadman",0,3,0,0,0,0,0,0,0,3,
"Mount Stuart (Qld)",0,0,0,0,0,0,0,0,0,0,
"Mount Sturt",0,7,0,0,0,0,4,0,6,22,
"Mount Surprise",0,105,0,0,0,0,35,0,23,167,
"Mount Surround",0,108,0,0,0,0,25,4,3,144,
"Mount Sylvia",0,75,0,0,0,0,15,0,12,104,
"Mount Tabor",0,49,0,0,0,0,18,0,7,77,
"Mount Tarampa",4,272,0,0,0,0,117,0,79,484,
"Mount Tom",0,31,0,0,0,0,6,0,0,46,
"Mount Tully",4,69,0,0,0,0,30,0,15,119,
"Mount Tyson",0,213,0,0,0,0,43,0,24,284,
"Mount Urah",0,9,0,0,0,0,9,0,6,24,
"Mount Walker (Qld)",0,85,0,0,0,0,24,0,21,135,
"Mount Walker West",0,15,0,0,0,0,3,0,5,19,
"Mount Warren Park",73,3244,15,37,0,16,1947,25,425,5789,
"Mount Whitestone",0,115,0,0,0,0,25,3,15,151,
"Mount Wyatt",0,35,0,0,0,0,8,0,7,49,
"Mountain Camp",0,24,0,0,0,0,4,0,0,26,
"Mountain Creek (Qld)",130,5828,64,28,18,52,4340,55,742,11255,
"Moura",12,1146,5,4,0,15,367,12,225,1786,
"Mourilyan",5,352,0,0,0,7,144,0,67,573,
"Mourilyan Harbour",0,102,0,0,0,0,40,0,13,156,
"Mowbray (Qld)",5,104,0,0,0,0,148,3,58,325,
"Mowbullan",0,0,0,0,0,0,3,0,8,12,
"Moy Pocket",3,76,0,0,0,0,22,0,8,112,
"Mp Creek",0,29,0,0,0,0,4,0,0,37,
"Muckadilla",0,45,0,0,0,0,0,0,7,52,
"Mudgeeraba",157,7826,49,26,24,77,4285,46,1128,13618,
"Mudjimba",16,1311,21,4,5,9,955,19,207,2540,
"Mudlo",0,4,0,0,0,0,0,0,5,7,
"Muirlea",0,111,0,0,0,0,54,0,26,193,
"Mulambin",6,530,0,0,0,9,243,7,136,921,
"Mulara",0,54,0,0,0,0,14,0,21,90,
"Muldu",0,0,0,0,0,0,0,0,4,4,
"Mulgildie",0,115,0,0,0,0,40,0,16,175,
"Mulgowie",5,118,0,0,0,0,28,0,24,178,
"Mulgrave (Qld)",0,16,0,0,0,0,0,0,0,22,
"Mullett Creek",0,43,0,0,0,0,14,0,25,82,
"Munbilla",0,68,0,0,0,0,27,0,3,103,
"Munbura",0,85,0,0,0,0,21,0,19,116,
"Munderra",0,0,0,0,0,0,0,0,0,0,
"Mundingburra",32,2193,22,44,3,21,982,21,308,3625,
"Mundoo",0,138,0,0,0,16,59,0,8,223,
"Mundoolun",4,899,0,4,0,8,427,3,206,1550,
"Mundowran",0,84,0,0,0,0,22,0,19,127,
"Mundubbera",9,742,26,11,0,11,322,4,132,1257,
"Mungabunda",0,55,0,0,0,0,18,0,0,74,
"Mungallala",0,97,0,0,0,0,21,0,12,136,
"Mungallala South",0,17,0,0,0,0,7,0,4,27,
"Mungalli",0,18,0,0,0,0,19,0,5,43,
"Mungar",3,183,0,0,0,0,76,0,56,311,
"Mungindi (Qld)",0,120,0,5,0,0,25,0,4,152,
"Mungungo",0,42,0,0,0,0,22,0,7,78,
"Mungy",0,0,0,0,0,0,0,0,0,8,
"Muniganeen",0,41,0,0,0,3,15,0,0,58,
"Munna Creek",0,14,0,0,0,0,7,0,5,25,
"Munro Plains",0,49,0,0,0,0,13,0,14,76,
"Munruben",40,1789,13,10,4,16,794,10,197,2870,
"Murarrie",98,2211,90,29,3,32,1447,15,376,4301,
"Murgon",13,1584,11,0,4,17,476,0,278,2380,
"Murphys Creek (Qld)",4,376,0,0,0,0,160,0,79,633,
"Murray",4,379,3,4,0,3,443,18,633,1490,
"Murray Upper",0,176,0,0,0,0,36,0,58,268,
"Murrays Bridge",0,82,0,0,0,0,9,0,14,104,
"Murrigal",0,65,0,0,0,0,7,0,9,90,
"Murrumba",0,10,0,0,0,0,0,0,0,13,
"Murrumba Downs",98,6539,156,38,0,66,2916,63,805,10680,
"Murweh",0,0,0,0,0,0,0,0,0,0,
"Mutarnee",0,83,0,0,0,0,19,0,15,114,
"Mutchilba",7,303,0,5,0,0,130,4,53,495,
"Mutdapilly",0,202,0,0,0,4,82,0,28,309,
"Muttaburra",0,61,0,0,0,0,14,0,7,88,
"Myall Park (Qld)",0,19,0,0,0,0,0,0,3,18,
"Myrtlevale",0,113,0,0,0,0,35,0,17,158,
"Mysterton",5,477,0,0,0,3,250,10,67,809,
"Nahrunda",0,104,0,0,0,0,55,5,20,192,
"Nambour",179,5938,39,58,9,64,3853,76,968,11186,
"Nanango",38,2031,3,3,4,22,1003,14,471,3594,
"Nandi",0,91,0,0,0,0,13,0,6,111,
"Nandowrie",0,34,0,0,0,0,3,0,4,45,
"Nangram",0,7,0,0,0,0,0,0,0,7,
"Nangwee",0,46,0,0,0,0,0,0,3,51,
"Nankin",0,117,0,0,0,0,32,0,21,172,
"Nanum",11,515,0,0,0,3,303,0,84,921,
"Narangba",141,10442,76,14,10,56,6490,72,1268,18575,
"Narbethong (Qld)",0,0,0,0,0,0,0,0,0,0,
"Narko",5,8,0,0,0,0,7,0,0,19,
"Nathan",29,480,22,21,0,16,493,8,121,1182,
"Natural Bridge",0,32,0,0,0,0,37,0,41,105,
"Nearum",0,9,0,0,0,0,0,0,0,9,
"Nebine",0,17,0,0,0,0,0,0,3,15,
"Nebo",0,441,5,0,0,0,152,6,144,755,
"Neerdie",6,51,0,0,0,0,38,0,15,111,
"Nelly Bay",26,451,4,0,0,7,479,10,222,1197,
"Nerada",0,67,0,0,0,0,26,0,9,96,
"Nerang",224,9354,84,64,39,154,5452,103,1384,16862,
"Neranwood",0,36,0,0,0,4,20,0,7,69,
"Nerimbera",0,192,0,0,0,0,64,0,39,294,
"Netherby (Qld)",0,14,0,0,0,0,14,0,8,33,
"Netherdale",0,67,0,0,0,0,30,0,16,113,
"Neumgna",0,13,0,0,0,0,0,0,0,14,
"Neurum",0,79,0,0,0,0,42,0,20,140,
"Neusa Vale",0,30,0,0,0,0,15,0,7,54,
"Nevilton",0,18,0,0,0,0,0,0,9,34,
"New Auckland",37,2897,31,30,0,29,1662,22,372,5086,
"New Beith",49,2422,17,20,4,27,1285,8,239,4080,
"New Chum",0,0,0,0,0,0,0,0,0,0,
"New Farm",280,4979,199,64,35,61,4621,87,2216,12542,
"New Harbourline",0,161,0,0,0,0,29,3,3,196,
"New Mapoon",0,300,0,0,0,0,50,0,36,388,
"New Moonta",0,38,0,0,0,0,18,0,6,62,
"Newell",0,181,0,0,0,0,117,0,41,340,
"Newlands (Qld)",0,43,0,0,0,0,12,0,15,67,
"Newmarket",91,2339,121,46,5,22,1866,15,468,4978,
"Newport (Qld)",16,2035,5,0,0,14,710,12,171,2964,
"Newstead (Qld)",44,868,14,27,4,5,793,15,422,2192,
"Newtown (Ipswich - Qld)",14,953,9,8,0,6,400,8,222,1616,
"Newtown (Toowoomba - Qld)",119,6017,53,63,3,83,2299,60,902,9596,
"Ngatjan",0,0,0,0,0,0,0,0,0,0,
"Nicholson (Qld)",0,0,0,0,0,0,0,0,0,0,
"Nikenbah",11,400,10,0,0,0,190,3,48,662,
"Nindaroo",0,187,0,0,0,0,36,0,13,239,
"Ninderry",27,539,3,0,0,0,415,14,90,1089,
"Nindooinbah",0,55,0,0,0,0,9,0,16,80,
"Nine Mile (Qld)",0,65,0,0,0,0,8,0,0,78,
"Nine Mile Creek",0,7,0,0,0,0,3,0,3,19,
"Ningi",42,2702,7,7,0,18,1382,20,498,4672,
"Nive",0,25,0,0,0,0,5,0,0,30,
"No 4 Branch",0,39,0,0,0,0,21,0,4,67,
"No 5 Branch",0,0,0,0,0,10,0,0,0,7,
"No 6 Branch",0,25,0,0,0,0,9,0,12,48,
"Noah",0,0,0,0,0,0,0,0,0,0,
"Nobby",9,405,0,0,0,0,115,4,27,562,
"Nockatunga",0,4,0,0,0,0,0,0,0,8,
"Nome",10,689,0,0,0,0,267,4,50,1021,
"Noorama",0,26,0,0,0,0,0,0,0,21,
"Noorindoo",0,42,0,0,0,0,11,0,3,56,
"Noosa Heads",73,2223,17,13,18,17,1670,34,420,4489,
"Noosa North Shore",0,88,0,0,0,0,63,0,27,177,
"Noosaville",84,4423,26,5,5,30,2803,22,722,8126,
"Norley",0,0,0,0,0,0,0,0,0,0,
"Norman Gardens",130,6571,221,119,4,78,2029,27,771,9944,
"Norman Park",93,3384,44,17,11,31,2145,33,535,6286,
"Normanton",5,666,5,0,0,5,457,0,124,1260,
"North Aramara",0,17,0,0,0,0,8,0,8,35,
"North Arm (Qld)",14,385,0,0,0,0,197,0,59,659,
"North Booval",25,1643,22,10,0,22,1073,23,361,3174,
"North Branch (Southern Downs - Qld)",0,29,0,0,0,0,21,0,8,51,
"North Branch (Toowoomba - Qld)",0,31,0,0,0,0,5,0,6,42,
"North Bungunya",0,30,0,0,0,0,5,0,0,35,
"North Deep Creek",0,235,0,0,0,0,113,0,39,390,
"North Eton",0,148,0,0,0,0,20,0,24,188,
"North Gregory",4,44,0,0,0,0,11,5,0,56,
"North Ipswich",31,2568,10,8,0,36,1424,24,408,4519,
"North Isis",6,350,0,0,0,0,124,3,47,533,
"North Johnstone",0,48,0,0,0,0,21,0,3,71,
"North Lakes",272,11567,533,162,13,208,7109,104,1694,21671,
"North Mackay",56,3671,28,32,0,55,1470,20,596,5930,
"North Maclagan",0,6,0,0,0,0,5,0,0,9,
"North Maclean",34,887,8,0,0,4,447,3,154,1539,
"North Maleny",9,303,0,0,0,5,233,5,64,622,
"North Stradbroke Island",0,74,0,0,0,0,34,0,14,131,
"North Talwood",0,116,0,0,0,5,26,0,18,164,
"North Tivoli",0,55,0,0,0,0,38,0,3,97,
"North Toowoomba",29,1685,3,4,3,40,886,17,282,2954,
"North Ward",70,2505,52,21,3,47,1594,27,745,5060,
"Northgate (Qld)",55,2393,122,74,7,88,1445,23,363,4570,
"Northhead",0,0,0,0,0,0,0,0,0,0,
"Norville",15,1542,4,4,0,14,643,11,182,2411,
"Norwell",0,138,0,0,0,0,46,3,19,203,
"Norwin",0,65,0,0,0,0,6,0,27,95,
"Nudgee",27,2173,29,14,11,32,985,8,295,3576,
"Nudgee Beach",9,139,3,0,0,0,93,0,20,266,
"Nukku",0,11,0,0,0,0,7,0,0,26,
"Numinbah Valley",0,63,0,0,0,0,29,0,118,215,
"Nundah",229,5370,657,118,9,291,4235,94,1147,12140,
"Nundubbermere",0,58,0,0,0,0,32,0,12,100,
"Nutgrove",0,18,0,0,0,0,5,0,0,28,
"Nychum",0,0,0,0,0,0,0,0,0,0,
"O'Bil Bil",0,21,0,0,0,0,0,0,10,29,
"O'Briens Hill",0,5,0,0,0,0,8,0,0,11,
"O'Connell (Qld)",0,187,0,0,0,0,97,0,37,322,
"O'Reilly",0,0,0,0,0,0,0,0,0,0,
"Oak Beach",0,59,0,0,0,5,98,0,21,197,
"Oak Valley",3,277,0,0,0,0,151,0,61,491,
"Oakdale (Qld)",0,30,0,0,0,0,12,0,18,61,
"Oakenden",0,305,0,0,0,0,93,0,31,432,
"Oakey",16,3340,0,13,0,22,918,16,376,4709,
"Oakey Creek",0,3,0,0,0,0,0,0,0,3,
"Oakhurst (Qld)",15,928,0,0,0,4,390,3,98,1437,
"Oakview",0,15,0,0,0,0,16,0,0,29,
"Oakwood (Qld)",0,246,0,0,0,4,52,0,26,331,
"Oaky Creek",0,58,0,0,0,0,20,0,10,86,
"Oberina",0,17,0,0,0,0,0,0,0,17,
"Obi Obi",0,107,0,0,0,5,79,0,27,210,
"Obum Obum",0,79,0,0,0,0,18,0,29,132,
"Ocean View",19,490,0,0,0,4,317,7,100,939,
"Ogmore",0,66,0,0,0,0,24,0,12,101,
"Okeden",0,19,0,0,0,0,4,6,0,27,
"Old Cooranga",0,21,0,0,0,0,0,0,4,30,
"Old Talgai",0,17,0,0,0,0,5,0,3,26,
"Oman Ama",0,30,0,0,0,0,5,0,4,38,
"One Mile (Qld)",10,1061,13,0,0,5,688,16,283,2077,
"Oombabeer",0,34,0,0,0,0,13,0,3,53,
"Oonoonba",12,891,3,4,0,14,572,7,183,1672,
"Ooralea",13,2277,42,30,0,5,705,19,279,3365,
"Opalton",0,42,0,0,0,0,9,0,9,58,
"Orallo",0,18,0,0,0,0,4,0,11,36,
"Orange Creek",0,155,0,0,0,0,25,0,30,213,
"Orange Hill",0,150,0,0,0,0,25,0,24,200,
"Orient",0,3,0,0,0,0,0,0,0,3,
"Orion",0,68,0,0,0,0,14,0,11,91,
"Ormeau",132,8172,35,33,4,66,4729,74,1218,14457,
"Ormeau Hills",27,1765,30,20,4,10,1013,15,269,3147,
"Ormiston",73,3609,19,17,8,22,1649,41,359,5795,
"Osborne (Qld)",0,209,0,0,0,0,40,0,24,275,
"Ottaba",0,35,0,0,0,0,11,0,5,55,
"Owanyilla",0,115,0,0,0,3,62,0,13,196,
"Owens Creek",0,90,0,0,0,7,34,0,26,158,
"Oxenford",164,6400,41,64,7,41,4031,54,1032,11843,
"Oxford",0,27,0,0,0,0,10,0,0,40,
"Oxley (Qld)",378,3953,145,267,10,73,2684,27,804,8339,
"Oyster Creek",0,37,0,0,0,8,6,0,0,49,
"Pacific Haven",3,360,0,0,0,3,200,3,178,754,
"Pacific Heights",4,622,5,0,0,0,228,3,65,927,
"Pacific Paradise",15,1051,12,0,0,3,893,19,200,2187,
"Pacific Pines",194,8418,201,287,16,135,5987,95,1436,16759,
"Packers Camp",0,81,0,0,0,0,23,0,3,110,
"Paddington (Qld)",95,3833,46,39,16,44,3720,69,701,8565,
"Paddys Green",0,235,0,0,0,0,64,0,60,362,
"Paget",0,176,0,0,0,0,63,0,30,274,
"Palen Creek",0,101,0,0,0,0,34,0,143,279,
"Palgrave",0,8,0,0,0,0,0,0,7,16,
"Pallara",21,270,0,4,0,5,145,5,60,514,
"Pallarenda",9,433,0,0,0,6,272,3,68,796,
"Palm Beach (Qld)",183,7979,59,26,10,38,4953,77,1326,14654,
"Palm Cove",30,984,0,5,3,6,784,18,217,2060,
"Palm Grove (Qld)",0,41,0,0,0,0,38,0,15,88,
"Palm Island",0,2169,0,0,0,9,199,0,75,2450,
"Palmer (Qld)",0,0,0,0,0,0,0,0,0,0,
"Palmerston (Qld)",0,0,0,0,0,0,6,0,0,6,
"Palmtree",0,48,0,0,0,0,21,0,4,76,
"Palmview",12,520,0,0,0,0,298,0,63,894,
"Palmwoods (Qld)",72,3186,3,10,0,29,1927,28,423,5674,
"Palmyra (Qld)",0,196,0,0,0,0,41,0,23,263,
"Paluma",0,31,0,0,0,0,19,0,16,65,
"Pampas",0,57,0,0,0,0,4,0,0,61,
"Paradise Point",81,4038,8,53,16,10,1717,36,567,6540,
"Park Avenue",37,3319,32,20,0,18,1197,13,459,5089,
"Park Ridge",65,1628,11,10,0,17,512,6,254,2508,
"Park Ridge South",58,1050,7,16,0,22,491,7,112,1765,
"Parkhurst",14,1616,0,8,0,0,623,8,213,2477,
"Parkinson",439,5728,401,271,6,217,3139,32,652,10881,
"Parklands (Qld)",0,134,0,0,0,0,71,6,7,221,
"Parknook",0,60,0,0,0,0,10,0,4,73,
"Parkside (Qld)",14,839,10,9,0,9,461,0,196,1532,
"Parkwood (Qld)",141,4599,81,168,10,40,2813,45,810,8706,
"Parramatta Park",131,1365,25,10,0,59,1413,18,478,3507,
"Parrearra",32,2713,18,5,0,16,1349,19,303,4466,
"Pasha",0,40,0,0,0,0,7,0,4,53,
"Passchendaele",0,15,0,0,0,0,15,0,0,35,
"Paterson (Qld)",0,87,0,0,0,0,29,0,31,147,
"Patrick",0,22,0,0,0,0,4,0,0,23,
"Patrick Estate",0,113,0,0,0,8,47,0,22,199,
"Pauls Pocket",0,34,0,0,0,0,4,0,0,39,
"Peachester",7,756,0,0,0,12,446,8,122,1359,
"Peacock Siding",0,70,0,0,0,0,19,0,8,94,
"Peak Crossing",3,636,0,0,0,0,251,4,73,972,
"Peak Vale",0,36,0,0,0,0,0,0,0,40,
"Pechey",0,70,0,0,0,0,14,0,14,103,
"Peel Island",0,0,0,0,0,0,0,0,0,0,
"Peeramon",0,382,0,0,0,4,196,0,49,632,
"Pelham (Qld)",0,10,0,0,0,0,3,0,0,9,
"Pelican (Qld)",0,6,0,0,0,0,3,0,0,17,
"Pelican Creek",0,17,0,0,0,0,3,0,0,20,
"Pelican Waters",33,4200,24,9,15,8,1564,16,411,6281,
"Pentland",0,212,0,0,0,0,58,0,25,303,
"Penwhaupell",0,0,0,0,0,0,0,0,0,0,
"Peranga",0,64,0,0,0,0,6,0,13,91,
"Peregian Beach",56,1784,6,0,3,18,1597,25,303,3789,
"Peregian Springs",61,3535,21,15,17,12,2622,28,754,7067,
"Perseverance",0,35,0,0,0,0,19,0,11,61,
"Perwillowen",8,128,0,0,0,0,73,0,15,224,
"Petford",0,9,0,0,0,0,6,3,8,31,
"Petrie",76,4932,38,4,18,54,2924,40,587,8676,
"Petrie Terrace",24,415,3,6,4,4,520,16,131,1123,
"Pheasant Creek (Qld)",0,41,0,0,0,0,3,0,0,47,
"Philpott",0,32,0,0,0,0,10,0,0,40,
"Pialba",38,2090,16,4,4,22,1114,16,373,3679,
"Pickanjinnie",0,37,0,0,0,0,8,0,0,50,
"Picnic Bay",12,133,0,0,0,0,118,0,25,293,
"Pie Creek",3,656,0,0,0,0,283,3,59,1010,
"Pierces Creek",0,48,0,0,0,0,16,0,3,66,
"Pikedale",0,22,0,0,0,0,6,0,10,41,
"Pikes Creek",0,19,0,0,0,0,4,0,7,28,
"Pile Gully",0,4,0,0,0,0,0,0,0,0,
"Pilerwa",0,28,0,0,0,0,7,0,11,46,
"Pilton",0,72,0,0,0,0,4,0,14,92,
"Pimlico (Qld)",12,1367,9,29,0,16,726,29,271,2458,
"Pimpama",86,4234,43,45,22,42,3695,71,1156,9392,
"Pimpimbudgee",0,50,0,0,0,0,18,0,3,75,
"Pin Gin Hill",0,118,0,0,0,6,39,0,10,176,
"Pinbarren",3,137,0,0,0,0,161,6,30,343,
"Pindi Pindi",0,71,0,0,0,0,11,0,10,103,
"Pine Creek (Qld)",8,136,0,0,0,0,74,0,29,254,
"Pine Hill (Qld)",0,5,0,0,0,0,0,0,0,5,
"Pine Hills",0,0,0,0,0,0,0,0,0,0,
"Pine Mountain (Qld)",0,1149,3,0,0,0,410,0,97,1669,
"Pinelands (Qld)",0,69,0,0,0,0,4,0,5,85,
"Pinevale",0,40,0,0,0,0,9,0,3,50,
"Pinjarra Hills",4,318,3,0,3,3,149,4,127,604,
"Pink Lily",0,159,0,0,0,0,40,0,26,225,
"Pinkenba",7,146,0,0,0,0,92,0,122,369,
"Pinnacle (Qld)",4,146,0,0,0,0,47,3,9,212,
"Pinnacles",0,48,0,0,0,0,23,0,11,87,
"Pioneer (Qld)",11,1111,6,0,0,13,608,7,416,2181,
"Pioneers Rest",0,31,0,0,0,0,31,0,0,58,
"Pirrinuan",0,160,0,0,0,0,27,0,6,189,
"Pittsworth",11,2455,4,0,0,0,431,10,381,3295,
"Piturie",0,17,0,0,0,0,29,0,11,56,
"Placid Hills",6,642,0,0,0,0,143,0,41,832,
"Plainby",0,34,0,0,0,0,5,0,3,45,
"Plainland",8,1019,0,0,0,10,406,8,137,1591,
"Pleystowe",0,287,0,0,0,0,61,0,26,376,
"Point Arkwright",0,144,0,0,0,6,87,0,35,274,
"Point Lookout",11,313,0,0,0,4,264,3,119,716,
"Point Vernon",52,3334,9,0,0,29,1691,35,546,5693,
"Pomona (Qld)",49,1451,7,0,0,28,1095,18,266,2908,
"Pony Hills",0,3,0,0,0,0,0,0,6,11,
"Poona",0,282,0,0,0,0,137,0,63,480,
"Porcupine",0,38,0,0,0,0,5,0,3,51,
"Pormpuraaw",6,613,0,0,0,7,94,0,35,753,
"Port Alma",0,0,0,0,0,0,0,0,0,0,
"Port Curtis",6,187,0,0,0,0,49,0,33,275,
"Port Douglas",73,1318,19,5,9,19,1461,33,571,3509,
"Port Of Brisbane",0,0,0,0,0,0,0,0,0,0,
"Port Wine",0,17,0,0,0,0,3,0,4,27,
"Portsmith",5,69,0,0,0,4,76,0,109,260,
"Poruma Island",0,161,0,0,0,0,9,0,3,167,
"Postmans Ridge",0,260,0,0,0,0,95,0,39,392,
"Pozieres",0,103,0,0,0,4,29,0,14,145,
"Prairie (Qld)",0,115,0,0,0,0,20,0,4,148,
"Pratten",0,111,3,0,0,0,56,3,27,205,
"Prawle",0,25,0,0,0,0,4,0,0,29,
"Prenzlau",10,276,0,0,4,0,90,0,55,428,
"Preston (Toowoomba - Qld)",0,466,0,0,0,0,110,0,38,612,
"Preston (Whitsunday - Qld)",0,187,0,0,0,0,73,0,42,298,
"Priestdale",12,84,0,0,0,0,37,0,8,139,
"Prince Henry Heights",9,415,3,0,0,0,116,0,23,567,
"Prince Of Wales",0,53,0,0,0,0,12,0,45,112,
